timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,26.1,31,multi(cs_amp),-19.4028,31.9,0.0853,148.3713,1.3708
2048,52.7,34,multi(cs_amp),-51.0642,29.4,0.0052,2322.5349,1.3668
3072,77.8,41,multi(cs_amp),-18.2576,23.9,0.0112,339.0750,1.3338
4096,103.5,36,multi(cs_amp),-4.6801,27.2,0.0405,45.1123,1.3702
5120,128.4,33,multi(cs_amp),-7.8300,30.2,0.0111,43.7545,1.2634
6144,153.9,33,multi(cs_amp),-36.3122,30.2,-0.0045,665.4052,1.1811
7168,179.6,34,multi(cs_amp),-6.2834,29.2,0.0004,39.8057,1.2158
8192,205.1,31,multi(cs_amp),-17.5097,33.0,0.0057,187.8685,1.2869
9216,230.5,37,multi(cs_amp),-29.0385,27.7,-0.0090,1553.1995,1.1373
10240,255.2,34,multi(cs_amp),-8.0948,30.1,0.0198,30.2084,1.1976
11264,282.2,43,multi(cs_amp),-3.7647,23.6,0.0234,22.1441,1.0633
12288,308.5,38,multi(cs_amp),-18.1393,26.3,-0.0003,861.9821,0.9628
13312,332.8,31,multi(cs_amp),-6.8570,32.7,0.0139,11.4344,1.0110
14336,357.2,36,multi(cs_amp),-22.8324,27.1,0.0034,1022.4867,0.9066
15360,381.7,35,multi(cs_amp),-4.0383,28.9,0.0096,15.9702,0.9553
16384,407.1,27,multi(cs_amp),-8.7410,37.4,0.0067,10.8278,0.9604
17408,432.2,36,multi(cs_amp),-9.1053,27.2,-0.0013,83.3960,0.6907
18432,456.9,33,multi(cs_amp),-4.9459,30.5,0.0011,11.3759,1.0113
19456,481.3,34,multi(cs_amp),-8.1236,30.1,0.0029,27.4516,0.8889
20480,505.4,36,multi(cs_amp),-2.8937,28.0,0.0053,7.3544,0.8926
21504,534.6,41,multi(cs_amp),-1.7832,24.7,-0.0015,9.0463,0.9152
22528,559.0,36,multi(cs_amp),-4.0587,28.4,0.0030,8.7588,0.8071
23552,582.6,31,multi(cs_amp),-3.7078,32.4,0.0017,6.2778,0.9425
24576,606.4,40,multi(cs_amp),-8.6062,25.2,-0.0076,54.5969,0.8549
25600,630.0,34,multi(cs_amp),-22.9813,29.5,-0.0011,920.6817,0.7679
26624,653.7,36,multi(cs_amp),-19.9030,28.4,-0.0012,713.7121,0.8531
27648,677.5,38,multi(cs_amp),-4.3177,25.9,0.0017,9.8131,0.9944
28672,701.3,39,multi(cs_amp),-3.5198,26.2,-0.0065,11.3247,0.8648
29696,725.0,31,multi(cs_amp),-24.3312,33.0,-0.0054,870.9150,0.7561
30720,748.5,29,multi(cs_amp),-6.8291,33.9,0.0038,6.7340,0.8833
31744,772.0,26,multi(cs_amp),-7.4271,38.1,0.0061,5.0478,0.9759
32768,795.7,31,multi(cs_amp),-23.0097,32.4,0.0025,807.2997,0.7880
33792,819.4,35,multi(cs_amp),-6.0653,27.9,-0.0056,22.8258,0.8789
34816,843.1,34,multi(cs_amp),-3.7975,30.1,0.0042,4.0057,0.8384
35840,867.8,47,multi(cs_amp),-16.6494,21.6,-0.0087,773.6418,0.9280
36864,891.5,33,multi(cs_amp),-6.8438,30.8,-0.0027,8.3769,0.8619
37888,915.0,30,multi(cs_amp),-9.1486,32.7,-0.0081,14.3492,0.8422
38912,938.8,43,multi(cs_amp),-2.7553,23.0,-0.0045,10.1472,0.7537
39936,962.7,41,multi(cs_amp),-0.5787,24.5,0.0087,5.3720,0.8218
40960,986.5,31,multi(cs_amp),-4.0168,32.0,-0.0100,5.6597,0.9535
41984,1010.4,39,multi(cs_amp),-7.2056,26.0,-0.0030,7.1452,0.7816
43008,1034.3,41,multi(cs_amp),-1.4536,24.9,-0.0010,6.0717,0.7873
44032,1058.2,33,multi(cs_amp),-2.6045,29.7,-0.0047,4.8321,0.7257
45056,1082.0,34,multi(cs_amp),-3.8484,29.6,-0.0030,6.9591,0.7306
46080,1106.1,40,multi(cs_amp),-2.6209,24.8,-0.0130,15.3365,0.7102
47104,1130.5,41,multi(cs_amp),-8.2343,25.0,-0.0016,121.5411,0.7111
48128,1155.1,47,multi(cs_amp),0.5466,21.3,-0.0058,6.8637,0.6300
49152,1179.5,50,multi(cs_amp),-0.0289,20.2,-0.0045,10.7067,0.5659
50176,1203.2,32,multi(cs_amp),-9.2601,31.8,0.0080,18.3280,0.5251
51200,1227.3,39,multi(cs_amp),-0.6547,26.1,-0.0001,6.3431,0.6192
52224,1251.4,47,multi(cs_amp),-1.1742,21.0,-0.0082,27.6915,0.5674
53248,1275.4,34,multi(cs_amp),-4.0749,29.4,-0.0086,11.0221,0.5543
54272,1299.2,38,multi(cs_amp),-1.6813,26.8,-0.0039,6.9093,0.5766
55296,1323.1,47,multi(cs_amp),-3.5463,21.6,0.0008,31.3860,0.5377
56320,1346.8,38,multi(cs_amp),-2.5639,26.1,-0.0011,8.7396,0.5857
57344,1370.3,42,multi(cs_amp),-6.6564,23.2,0.0021,216.8114,0.6291
58368,1394.0,42,multi(cs_amp),-2.6672,23.5,-0.0025,11.1639,0.5679
59392,1417.8,38,multi(cs_amp),-2.1420,26.6,-0.0045,5.6446,0.5447
60416,1441.9,56,multi(cs_amp),0.9251,18.0,0.0027,8.0462,0.5330
61440,1466.0,48,multi(cs_amp),0.9825,21.3,-0.0026,4.7221,0.5339
62464,1542.9,35,multi(cs_amp),-5.4133,28.1,0.0040,24.2903,0.5339
63488,1566.3,40,multi(cs_amp),-4.8113,24.6,-0.0012,28.3310,0.5165
64512,1619.3,41,multi(cs_amp),-1.4029,24.5,0.0010,7.7967,0.5631
65536,1643.1,41,multi(cs_amp),-0.9535,24.0,-0.0041,8.0888,0.5179
66560,1720.6,48,multi(cs_amp),-0.0274,20.8,0.0004,8.1357,0.5081
67584,1805.1,49,multi(cs_amp),-1.4110,20.3,-0.0083,10.3104,0.5315
68608,1831.0,44,multi(cs_amp),-3.9088,22.2,-0.0060,47.1576,0.5600
69632,1906.0,31,multi(cs_amp),-4.5134,32.8,0.0001,6.0034,0.5578
70656,1980.8,32,multi(cs_amp),-3.4878,30.6,-0.0032,4.1613,0.4974
71680,2009.3,49,multi(cs_amp),0.5185,20.1,-0.0025,5.0822,0.4764
72704,2089.0,53,multi(cs_amp),-0.4055,19.3,-0.0081,13.6459,0.4338
73728,2114.7,33,multi(cs_amp),-1.9671,30.5,-0.0036,5.4689,0.4462
74752,2169.6,40,multi(cs_amp),-2.7502,24.7,-0.0008,16.8928,0.4218
75776,2249.6,54,multi(cs_amp),1.6047,18.4,-0.0067,4.8633,0.4058
76800,2288.1,47,multi(cs_amp),-4.8458,21.8,-0.0058,48.1141,0.3964
77824,2318.9,44,multi(cs_amp),-2.0012,23.2,-0.0074,11.5839,0.4029
78848,2348.1,47,multi(cs_amp),-1.4385,20.9,-0.0034,21.3764,0.4247
79872,2375.8,52,multi(cs_amp),-10.4709,19.4,-0.0057,787.1503,0.3893
80896,2402.5,46,multi(cs_amp),-0.0479,21.7,-0.0007,11.7696,0.3903
81920,2429.7,44,multi(cs_amp),-18.3376,23.0,-0.0065,940.3155,0.4019
82944,2457.9,41,multi(cs_amp),-1.3707,23.9,-0.0028,20.0043,0.3682
83968,2485.8,47,multi(cs_amp),-12.3866,21.2,0.0037,802.8864,0.3533
84992,2514.0,44,multi(cs_amp),-16.8765,23.2,-0.0010,1120.5553,0.3789
86016,2542.8,39,multi(cs_amp),-1.8738,25.4,-0.0053,10.5959,0.3711
87040,2569.9,37,multi(cs_amp),-3.9755,27.0,-0.0036,9.6603,0.4141
88064,2597.9,40,multi(cs_amp),-15.1431,25.3,-0.0007,551.3181,0.4093
89088,2625.4,48,multi(cs_amp),-0.0565,21.0,-0.0069,11.5192,0.3804
