timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
6400,88.2,4,Common-Source Amplifier,8.5039,28.8,-0.0191,1.0557,0.5860,4.22,23.53
6528,90.0,4,Common-Source Amplifier,5.7087,30.0,-0.0217,4.0986,0.6424,0.53,28.28
6656,92.0,4,Common-Source Amplifier,5.1209,30.0,-0.0271,1.9802,0.6613,4.59,33.65
6784,93.8,4,Common-Source Amplifier,5.7214,27.2,-0.0335,0.9163,0.6260,6.66,24.71
6912,95.7,4,Common-Source Amplifier,1.6859,26.8,-0.0294,5.1459,0.6684,0.97,29.99
7040,97.6,4,Common-Source Amplifier,4.3478,26.0,-0.0183,1.6768,0.6432,8.64,25.31
7168,99.5,4,Common-Source Amplifier,5.7533,30.0,-0.0216,2.5874,0.6622,0.49,35.98
7296,101.3,5,Common-Source Amplifier,5.9785,24.6,-0.0120,1.6956,0.5941,4.74,12.08
7424,103.1,4,Common-Source Amplifier,8.9553,30.0,0.0009,1.2845,0.6633,0.54,28.16
7552,104.9,4,Common-Source Amplifier,5.4688,25.0,-0.0245,1.2650,0.6477,7.08,20.11
7680,106.7,4,Common-Source Amplifier,6.6221,28.8,-0.0155,2.3950,0.5857,3.15,22.18
7808,108.5,5,Common-Source Amplifier,8.0198,25.2,-0.0100,1.5332,0.6116,5.72,20.62
7936,110.3,5,Common-Source Amplifier,4.7006,22.8,-0.0245,3.6413,0.6280,0.08,21.78
8064,112.1,4,Common-Source Amplifier,4.8912,26.8,-0.0086,2.8778,0.6398,2.28,22.04
8192,113.8,4,Common-Source Amplifier,3.3734,30.0,-0.0252,1.6431,0.7053,7.41,36.25
8320,115.6,4,Common-Source Amplifier,8.2624,30.0,-0.0033,1.3070,0.6294,0.59,33.18
8448,117.4,4,Common-Source Amplifier,7.3160,28.8,-0.0181,2.8964,0.6457,3.12,31.80
8576,119.1,4,Common-Source Amplifier,6.0301,28.2,-0.0293,2.6363,0.6216,3.97,31.61
8704,120.9,5,Common-Source Amplifier,5.7853,20.2,-0.0208,2.3188,0.5802,2.62,17.61
8832,122.7,4,Common-Source Amplifier,7.9304,30.0,-0.0116,3.9163,0.5566,3.47,25.01
8960,124.5,4,Common-Source Amplifier,7.2029,29.8,-0.0119,3.6277,0.5346,5.25,34.62
9088,126.3,4,Common-Source Amplifier,6.6781,30.0,-0.0117,3.8504,0.5017,0.16,33.31
9216,128.2,4,Common-Source Amplifier,6.5702,30.0,-0.0102,3.0625,0.4818,4.82,26.90
9344,129.9,4,Common-Source Amplifier,7.3482,30.0,-0.0068,2.7796,0.4458,1.17,35.91
9472,131.8,4,Common-Source Amplifier,8.9044,30.0,-0.0036,2.9901,0.4839,1.42,30.78
9600,133.6,4,Common-Source Amplifier,7.3476,30.0,-0.0111,2.8666,0.5037,5.43,30.68
9728,135.4,4,Common-Source Amplifier,6.4726,30.0,-0.0048,4.3973,0.4895,4.40,31.16
9856,137.2,4,Common-Source Amplifier,5.4273,30.0,-0.0186,3.4807,0.4911,3.78,34.69
9984,139.0,4,Common-Source Amplifier,5.6842,30.0,-0.0144,9.3725,0.4992,8.26,30.60
10112,140.7,4,Common-Source Amplifier,6.9313,30.0,-0.0116,3.9277,0.4639,0.89,33.54
