timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
9088,178.7,4,Common-Source Amplifier,53.2995,30.0,-0.0038,80.1189,0.7182,46.28,8.22
9216,180.6,4,Common-Source Amplifier,39.5667,30.0,-0.0003,156.3093,0.7177,63.52,18.21
9344,182.5,4,Common-Source Amplifier,40.2794,30.0,-0.0063,50.2313,0.6978,51.01,8.69
9472,184.4,4,Common-Source Amplifier,49.3230,30.0,0.0020,80.8512,0.7062,64.63,16.14
9600,186.3,5,Common-Source Amplifier,41.1095,25.0,-0.0142,69.0638,0.7279,60.94,9.57
9728,188.2,4,Common-Source Amplifier,40.2164,30.0,-0.0147,68.7385,0.6964,46.77,10.86
9856,190.1,4,Common-Source Amplifier,56.6608,30.0,-0.0246,74.9318,0.6409,51.65,4.62
9984,191.9,4,Common-Source Amplifier,57.4581,30.0,0.0114,77.1272,0.6366,60.38,2.20
10112,193.8,4,Common-Source Amplifier,58.5490,30.0,-0.0101,90.0126,0.6370,42.01,5.29
10240,195.8,5,Common-Source Amplifier,52.1782,24.8,-0.0253,122.8223,0.6501,40.30,5.43
10368,197.7,5,Common-Source Amplifier,42.9841,24.8,-0.0166,92.9703,0.6460,34.56,0.14
10496,199.5,4,Common-Source Amplifier,59.7287,30.0,-0.0274,53.9268,0.6432,49.73,0.11
10624,201.4,5,Common-Source Amplifier,38.2804,21.6,-0.0117,195.5025,0.6336,27.01,9.06
10752,203.4,4,Common-Source Amplifier,55.7421,30.0,-0.0103,86.7720,0.5958,36.44,8.83
10880,205.3,4,Common-Source Amplifier,50.3523,26.2,-0.0242,130.2666,0.5595,27.55,2.04
11008,207.2,4,Common-Source Amplifier,43.8176,26.5,-0.0063,85.1749,0.5440,33.52,10.70
11136,209.1,4,Common-Source Amplifier,50.0761,30.0,-0.0065,111.5595,0.4985,25.93,17.36
11264,211.0,4,Common-Source Amplifier,51.0188,26.5,-0.0087,82.8620,0.4994,28.28,10.18
11392,212.9,4,Common-Source Amplifier,24.6202,30.0,0.0259,186.5405,0.5179,38.16,17.53
11520,214.8,4,Common-Source Amplifier,47.6585,30.0,0.0074,63.4716,0.5077,50.85,27.81
11648,216.6,4,Common-Source Amplifier,51.3173,30.0,-0.0223,39.3391,0.4851,40.49,17.73
11776,218.6,4,Common-Source Amplifier,46.3250,27.2,-0.0080,70.0520,0.4272,30.76,2.64
11904,220.5,4,Common-Source Amplifier,49.7579,25.2,-0.0327,91.1318,0.3349,30.13,8.52
12032,222.3,4,Common-Source Amplifier,35.4426,30.0,-0.0109,163.9183,0.3642,19.23,18.44
12160,224.2,4,Common-Source Amplifier,38.6354,30.0,-0.0099,100.4776,0.3797,18.57,18.84
12288,226.1,4,Common-Source Amplifier,44.8577,27.2,-0.0223,92.8583,0.3086,12.62,19.45
12416,227.9,4,Common-Source Amplifier,43.2329,29.2,-0.0025,206.5667,0.2389,14.34,25.65
12544,229.7,4,Common-Source Amplifier,67.1830,30.0,0.0068,212.1336,0.1635,3.23,33.95
12672,231.6,4,Common-Source Amplifier,46.5725,30.0,-0.0206,197.2691,0.2543,9.39,26.61
12800,233.6,4,Common-Source Amplifier,49.8872,30.0,-0.0096,214.6442,0.2376,6.17,34.18
12928,235.4,4,Common-Source Amplifier,67.0352,30.0,0.0069,200.5523,0.1776,6.39,33.26
13056,237.3,4,Common-Source Amplifier,69.0315,30.0,-0.0019,246.5694,0.1941,4.04,34.00
13184,239.2,4,Common-Source Amplifier,61.9131,30.0,-0.0072,268.8905,0.2116,4.55,34.44
13312,241.0,4,Common-Source Amplifier,38.9920,30.0,-0.0065,309.7649,0.2457,8.90,35.99
13440,243.0,4,Common-Source Amplifier,61.0902,30.0,-0.0099,255.7541,0.1793,5.49,39.29
13568,244.8,4,Common-Source Amplifier,67.7880,29.2,-0.0002,218.8090,0.1695,6.23,33.18
13696,246.8,4,Common-Source Amplifier,66.3022,30.0,-0.0053,211.6141,0.2174,4.75,31.51
13824,248.7,4,Common-Source Amplifier,59.6324,30.0,-0.0003,249.4898,0.2333,8.06,32.48
13952,250.5,4,Common-Source Amplifier,61.6614,30.0,-0.0012,221.4127,0.1679,7.92,30.83
14080,252.3,4,Common-Source Amplifier,67.5563,30.0,0.0006,246.4169,0.1328,4.58,33.07
14208,254.3,4,Common-Source Amplifier,60.1686,30.0,-0.0006,290.5871,0.1422,6.49,35.08
14336,256.2,4,Common-Source Amplifier,69.1625,30.0,-0.0001,243.7677,0.1230,4.21,32.44
14464,258.1,4,Common-Source Amplifier,61.2773,30.0,0.0015,267.3591,0.1616,0.28,33.76
14592,260.0,4,Common-Source Amplifier,55.2876,30.0,-0.0040,177.4088,0.1423,6.14,30.52
14720,261.8,4,Common-Source Amplifier,69.3880,30.0,0.0014,187.1388,0.1407,1.23,31.30
14848,263.7,4,Common-Source Amplifier,69.3270,30.0,-0.0003,192.9622,0.1382,1.02,31.23
14976,265.5,4,Common-Source Amplifier,69.0630,30.0,-0.0014,247.7948,0.1169,2.61,34.86
15104,267.5,4,Common-Source Amplifier,52.6817,30.0,0.0014,277.6781,0.1330,7.50,31.67
15232,269.3,4,Common-Source Amplifier,69.0312,30.0,-0.0072,195.7614,0.0967,3.77,31.55
15360,271.2,4,Common-Source Amplifier,68.8983,30.0,-0.0015,248.6196,0.0768,5.46,33.38
15488,273.2,4,Common-Source Amplifier,56.8337,30.0,-0.0006,270.4861,0.0638,7.75,34.36
15616,275.0,4,Common-Source Amplifier,68.8420,30.0,-0.0011,231.8607,0.0596,7.30,33.48
15744,276.9,4,Common-Source Amplifier,68.7774,30.0,-0.0002,243.5332,0.0625,7.30,33.48
15872,278.8,4,Common-Source Amplifier,69.2338,30.0,0.0015,216.4603,0.0852,2.16,33.97
16000,280.7,4,Common-Source Amplifier,69.1000,30.0,0.0000,228.8802,0.0855,5.01,32.49
16128,282.6,4,Common-Source Amplifier,68.9702,30.0,-0.0060,220.7574,0.0810,1.34,34.00
16256,284.4,4,Common-Source Amplifier,69.0775,30.0,-0.0018,207.9727,0.0791,4.05,32.44
16384,286.3,4,Common-Source Amplifier,69.0565,30.0,-0.0027,200.8715,0.0763,2.09,33.17
16512,288.2,4,Common-Source Amplifier,68.7789,30.0,-0.0004,271.1297,0.0650,6.78,34.32
16640,290.1,4,Common-Source Amplifier,68.7331,30.0,0.0003,263.6673,0.0696,6.78,34.32
16768,292.0,4,Common-Source Amplifier,69.0412,30.0,-0.0051,202.4198,0.0742,1.81,34.81
16896,293.8,4,Common-Source Amplifier,68.6545,30.0,-0.0004,274.4507,0.0569,6.29,35.08
17024,295.8,4,Common-Source Amplifier,68.6906,30.0,-0.0010,264.3178,0.0544,7.77,34.29
17152,297.7,4,Common-Source Amplifier,68.7128,30.0,-0.0013,265.4116,0.0438,6.78,34.32
17280,299.6,4,Common-Source Amplifier,68.7473,30.0,-0.0019,251.2697,0.0434,6.34,33.43
17408,301.6,4,Common-Source Amplifier,52.3293,30.0,0.0032,336.8476,0.0540,9.87,32.75
17536,303.4,4,Common-Source Amplifier,68.6411,30.0,-0.0033,266.1770,0.0473,5.84,37.20
17664,305.3,4,Common-Source Amplifier,68.6430,30.0,0.0025,246.7686,0.0417,7.25,35.13
17792,307.3,4,Common-Source Amplifier,68.7652,30.0,-0.0032,224.5918,0.0397,5.82,34.27
17920,309.1,4,Common-Source Amplifier,68.6809,30.0,-0.0020,256.6353,0.0349,7.75,34.37
18048,311.0,4,Common-Source Amplifier,68.6979,30.0,-0.0008,253.5566,0.0297,8.27,33.54
18176,312.9,4,Common-Source Amplifier,68.7586,30.0,-0.0000,248.4628,0.0309,6.78,34.32
18304,314.8,4,Common-Source Amplifier,68.7843,30.0,0.0002,261.7448,0.0323,6.29,35.08
18432,316.7,4,Common-Source Amplifier,68.8909,30.0,-0.0000,215.4558,0.0383,6.34,33.43
18560,318.6,4,Common-Source Amplifier,68.6822,30.0,0.0000,281.3828,0.0364,7.75,34.37
18688,320.5,4,Common-Source Amplifier,68.6613,30.0,-0.0015,282.6448,0.0352,6.76,35.88
18816,322.4,4,Common-Source Amplifier,68.6822,30.0,-0.0006,276.2998,0.0337,7.75,34.37
18944,324.3,4,Common-Source Amplifier,68.7812,30.0,-0.0013,260.0597,0.0339,6.29,35.08
19072,326.1,4,Common-Source Amplifier,68.7789,30.0,-0.0002,255.5931,0.0363,6.78,34.32
19200,328.0,4,Common-Source Amplifier,68.6796,30.0,-0.0006,284.1772,0.0341,7.25,35.13
19328,329.9,4,Common-Source Amplifier,68.8373,30.0,0.0010,230.8740,0.0452,4.62,34.97
19456,331.7,4,Common-Source Amplifier,68.7535,30.0,0.0000,249.7587,0.0390,6.78,34.32
19584,333.6,4,Common-Source Amplifier,64.9373,30.0,-0.0016,263.1417,0.0406,9.23,33.57
19712,335.5,4,Common-Source Amplifier,68.7120,30.0,0.0008,246.0812,0.0345,8.27,33.54
19840,337.4,4,Common-Source Amplifier,68.6626,30.0,0.0001,266.6077,0.0342,7.25,35.13
19968,339.3,4,Common-Source Amplifier,68.7214,30.0,-0.0002,261.8031,0.0339,8.27,33.54
20096,341.1,4,Common-Source Amplifier,51.0245,30.0,0.0018,360.4837,0.0452,8.82,34.42
20224,343.0,4,Common-Source Amplifier,68.7397,30.0,0.0042,223.0804,0.0516,6.29,35.08
20352,344.9,4,Common-Source Amplifier,69.0169,30.0,-0.0005,218.4711,0.0546,4.94,34.21
20480,346.8,4,Common-Source Amplifier,68.8668,30.0,-0.0007,248.7193,0.0555,5.33,35.02
20608,348.7,4,Common-Source Amplifier,68.7116,30.0,-0.0039,255.7753,0.0588,6.85,34.32
20736,350.5,4,Common-Source Amplifier,68.7665,30.0,-0.0065,249.5498,0.0391,4.45,34.97
20864,352.4,4,Common-Source Amplifier,68.9633,30.0,0.0003,224.1696,0.0379,6.34,33.43
20992,354.4,4,Common-Source Amplifier,68.7573,30.0,-0.0002,246.7178,0.0376,5.42,35.02
21120,356.2,4,Common-Source Amplifier,68.7199,30.0,-0.0003,264.0733,0.0360,8.27,33.54
21248,358.2,4,Common-Source Amplifier,68.7229,30.0,0.0002,256.2653,0.0368,6.78,34.32
21376,360.0,4,Common-Source Amplifier,68.6901,30.0,-0.0008,265.4805,0.0350,8.27,33.54
21504,361.8,4,Common-Source Amplifier,68.6885,30.0,0.0003,273.0093,0.0342,7.75,34.37
21632,363.7,4,Common-Source Amplifier,68.7304,30.0,-0.0018,241.6396,0.0339,6.29,35.08
21760,365.6,4,Common-Source Amplifier,68.6705,30.0,-0.0010,257.7457,0.0299,7.25,35.13
21888,367.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,274.2042,0.0279,7.75,34.37
22016,369.4,4,Common-Source Amplifier,68.7687,30.0,-0.0000,251.7854,0.0281,6.78,34.32
22144,371.3,4,Common-Source Amplifier,68.8408,30.0,-0.0005,252.4036,0.0320,7.30,33.48
22272,373.1,4,Common-Source Amplifier,68.7956,30.0,0.0006,250.1269,0.0329,6.81,34.24
22400,375.1,4,Common-Source Amplifier,68.9214,30.0,-0.0020,222.0097,0.0341,4.85,34.21
22528,376.9,4,Common-Source Amplifier,49.7475,30.0,0.0019,410.3448,0.0326,8.33,35.18
22656,378.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,249.1820,0.0312,7.75,34.37
22784,380.7,4,Common-Source Amplifier,68.7937,30.0,-0.0045,207.3384,0.0286,4.94,34.21
22912,382.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,265.4289,0.0258,7.75,34.37
23040,384.5,4,Common-Source Amplifier,68.7586,30.0,-0.0001,220.8284,0.0287,6.78,34.32
23168,386.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,252.6054,0.0267,7.75,34.37
23296,388.3,4,Common-Source Amplifier,68.8016,30.0,-0.0008,234.8137,0.0270,7.30,33.48
23424,390.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,282.1538,0.0241,7.75,34.37
23552,392.0,4,Common-Source Amplifier,68.8134,30.0,-0.0005,239.0394,0.0303,7.30,33.48
23680,393.9,4,Common-Source Amplifier,68.7535,30.0,-0.0001,237.6501,0.0300,6.78,34.32
23808,395.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,280.2016,0.0278,7.75,34.37
23936,397.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,260.3475,0.0299,7.75,34.37
24064,399.6,4,Common-Source Amplifier,68.8044,30.0,0.0001,233.1290,0.0343,6.78,34.32
24192,401.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,257.8271,0.0341,7.75,34.37
24320,403.3,4,Common-Source Amplifier,68.7382,30.0,-0.0004,241.0756,0.0325,6.78,34.32
24448,405.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,270.8256,0.0285,7.75,34.37
24576,407.2,4,Common-Source Amplifier,67.4120,30.0,-0.0023,256.0352,0.0335,9.68,34.46
24704,409.1,4,Common-Source Amplifier,68.8383,30.0,-0.0001,205.5975,0.0360,5.91,34.27
24832,410.9,4,Common-Source Amplifier,68.7687,30.0,-0.0021,234.3130,0.0346,6.78,34.32
24960,412.9,4,Common-Source Amplifier,57.1395,30.0,-0.0023,262.4804,0.0683,7.57,31.46
25088,414.7,4,Common-Source Amplifier,68.7120,30.0,-0.0000,248.0429,0.0436,8.27,33.54
25216,416.6,4,Common-Source Amplifier,68.6921,30.0,-0.0012,277.8543,0.0365,6.29,35.08
25344,418.5,4,Common-Source Amplifier,68.7734,30.0,-0.0002,250.6416,0.0306,6.29,35.08
25472,420.4,4,Common-Source Amplifier,68.7528,30.0,-0.0012,259.5478,0.0300,8.27,33.54
25600,422.3,4,Common-Source Amplifier,53.1836,30.0,0.0018,355.5891,0.0465,6.92,34.24
25728,424.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,240.1188,0.0324,7.75,34.37
25856,426.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,255.3761,0.0294,7.75,34.37
25984,428.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,266.5650,0.0283,7.75,34.37
26112,429.9,4,Common-Source Amplifier,68.8993,30.0,-0.0018,293.0958,0.0260,5.92,33.40
26240,431.9,4,Common-Source Amplifier,68.7026,30.0,-0.0017,255.5307,0.0280,6.78,34.32
26368,433.7,4,Common-Source Amplifier,68.7167,30.0,0.0000,264.0598,0.0245,8.27,33.54
26496,435.7,4,Common-Source Amplifier,68.6948,30.0,-0.0008,262.6597,0.0297,8.27,33.54
26624,437.7,4,Common-Source Amplifier,68.6757,30.0,-0.0009,271.8736,0.0281,7.25,35.13
26752,439.5,4,Common-Source Amplifier,68.7105,30.0,-0.0001,248.1377,0.0282,8.27,33.54
26880,441.4,4,Common-Source Amplifier,68.9076,30.0,-0.0011,280.9992,0.0304,4.90,34.99
27008,443.3,4,Common-Source Amplifier,61.7225,30.0,-0.0035,259.4041,0.0441,10.20,33.63
27136,445.3,4,Common-Source Amplifier,68.7167,30.0,-0.0019,247.8089,0.0513,7.75,34.37
27264,447.2,4,Common-Source Amplifier,69.0572,30.0,-0.0045,263.6521,0.0433,6.95,31.73
27392,449.1,4,Common-Source Amplifier,68.6514,30.0,-0.0010,265.0275,0.0349,6.76,35.88
27520,451.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,252.7774,0.0288,7.75,34.37
27648,452.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,266.0130,0.0277,7.75,34.37
27776,454.8,4,Common-Source Amplifier,68.6822,30.0,0.0001,247.5208,0.0304,7.75,34.37
27904,456.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,260.4789,0.0313,7.75,34.37
28032,458.6,4,Common-Source Amplifier,68.8940,30.0,-0.0008,233.4410,0.0352,4.95,33.34
28160,460.5,4,Common-Source Amplifier,68.7560,30.0,-0.0030,267.2308,0.0419,8.79,32.70
28288,462.3,4,Common-Source Amplifier,68.6838,30.0,-0.0028,275.2151,0.0324,8.27,33.54
28416,464.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,256.2262,0.0268,7.75,34.37
28544,466.1,4,Common-Source Amplifier,68.6822,30.0,-0.0005,265.5000,0.0295,7.75,34.37
28672,468.0,4,Common-Source Amplifier,68.6846,30.0,-0.0043,260.4571,0.0275,7.77,34.29
28800,469.9,4,Common-Source Amplifier,64.9545,30.0,-0.0030,276.5793,0.0227,8.82,32.61
28928,471.9,4,Common-Source Amplifier,68.7077,30.0,-0.0017,248.9572,0.0189,6.78,34.32
29056,473.8,4,Common-Source Amplifier,68.7073,30.0,-0.0005,262.4771,0.0207,8.27,33.54
29184,475.7,4,Common-Source Amplifier,68.6979,30.0,-0.0002,262.6507,0.0334,8.27,33.54
29312,477.6,4,Common-Source Amplifier,68.6822,30.0,-0.0011,276.7946,0.0388,7.75,34.37
29440,479.6,4,Common-Source Amplifier,68.6718,30.0,-0.0008,300.8824,0.0288,7.25,35.13
29568,481.4,4,Common-Source Amplifier,68.7356,30.0,-0.0018,231.1455,0.0431,8.79,32.70
29696,483.3,4,Common-Source Amplifier,68.7676,30.0,-0.0010,274.5509,0.0322,5.80,35.83
29824,485.3,4,Common-Source Amplifier,68.6873,30.0,-0.0003,284.1762,0.0262,6.78,34.32
29952,487.1,4,Common-Source Amplifier,68.6692,30.0,-0.0034,276.0587,0.0215,6.76,35.88
30080,489.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,282.6536,0.0144,7.75,34.37
30208,490.9,4,Common-Source Amplifier,68.7262,30.0,-0.0006,258.4782,0.0181,8.27,33.54
30336,492.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,268.6138,0.0201,7.75,34.37
30464,494.8,4,Common-Source Amplifier,68.8255,30.0,-0.0009,218.8811,0.0251,7.30,33.48
30592,496.7,4,Common-Source Amplifier,59.2227,30.0,0.0010,348.8392,0.0277,8.82,34.42
30720,498.6,4,Common-Source Amplifier,68.6652,30.0,-0.0001,266.6200,0.0277,7.25,35.13
30848,500.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,253.0358,0.0215,7.75,34.37
30976,502.4,4,Common-Source Amplifier,68.6822,30.0,-0.0003,268.3366,0.0207,7.75,34.37
31104,504.2,4,Common-Source Amplifier,68.6822,30.0,-0.0005,258.5710,0.0250,7.75,34.37
31232,506.2,4,Common-Source Amplifier,68.7026,30.0,-0.0001,260.9601,0.0300,8.27,33.54
31360,508.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,284.0432,0.0330,7.75,34.37
31488,510.0,4,Common-Source Amplifier,68.0921,30.0,-0.0047,245.5474,0.0736,8.27,33.54
31616,511.9,4,Common-Source Amplifier,61.2761,30.0,-0.0175,228.0075,0.1679,9.86,30.94
31744,513.8,4,Common-Source Amplifier,68.4953,30.0,0.0075,400.7768,0.0562,3.46,40.71
31872,515.8,4,Common-Source Amplifier,68.8063,30.0,-0.0002,238.8409,0.0420,7.30,33.48
32000,517.7,4,Common-Source Amplifier,68.9085,30.0,-0.0015,283.4018,0.0415,5.92,33.40
32128,519.6,4,Common-Source Amplifier,63.2443,30.0,-0.0017,338.6684,0.0510,6.98,33.45
32256,521.5,4,Common-Source Amplifier,68.7637,30.0,-0.0015,230.4752,0.0550,7.30,33.48
32384,523.4,4,Common-Source Amplifier,62.3038,30.0,-0.0016,242.3910,0.0817,5.17,30.57
32512,525.3,4,Common-Source Amplifier,69.0712,30.0,-0.0066,243.7691,0.1193,3.11,32.37
32640,527.3,4,Common-Source Amplifier,40.3055,30.0,0.0015,411.2498,0.1186,6.53,35.71
32768,529.2,4,Common-Source Amplifier,55.2683,30.0,-0.0183,226.0241,0.1300,31.87,140.25
32896,531.1,4,Common-Source Amplifier,56.7496,30.0,-0.0121,253.9117,0.1442,9.73,26.96
33024,533.0,4,Common-Source Amplifier,67.5208,30.0,-0.0055,213.2803,0.1376,5.46,34.00
33152,534.9,4,Common-Source Amplifier,59.2953,30.0,-0.0015,256.5735,0.1294,0.60,34.62
33280,536.8,4,Common-Source Amplifier,68.4515,30.0,0.0021,211.5966,0.0547,3.58,33.18
33408,538.7,4,Common-Source Amplifier,68.6822,30.0,-0.0003,269.9505,0.0345,7.75,34.37
33536,540.6,4,Common-Source Amplifier,68.7183,30.0,-0.0004,294.8133,0.0241,8.79,32.70
