timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,14.0,18,Two-Stage Op-Amp Configuration,-10.0294,17.7,-0.0545,-1.0000,1.0914
2048,28.0,22,Two-Stage Op-Amp Configuration,-1.8358,14.6,-0.0369,-1.0000,1.0799
3072,42.7,22,Two-Stage Op-Amp Configuration,-0.5511,15.2,-0.0386,-1.0000,1.0694
4096,57.2,21,Two-Stage Op-Amp Configuration,-16.6573,14.9,-0.0308,-1.0000,1.0610
5120,71.2,38,Two-Stage Op-Amp Configuration,4.3107,8.7,-0.0343,-1.0000,1.0556
6144,85.5,33,Two-Stage Op-Amp Configuration,1.8093,10.1,-0.0337,-1.0000,1.0419
7168,99.8,45,Two-Stage Op-Amp Configuration,5.4927,7.4,-0.0307,-1.0000,1.0287
8192,114.1,43,Two-Stage Op-Amp Configuration,5.2634,7.9,-0.0335,-1.0000,1.0127
9216,128.4,34,Two-Stage Op-Amp Configuration,1.2792,9.9,-0.0228,-1.0000,1.0012
10240,142.7,35,Two-Stage Op-Amp Configuration,0.8182,9.1,-0.0289,-1.0000,0.9884
11264,156.5,47,Two-Stage Op-Amp Configuration,4.5303,6.6,-0.0231,-1.0000,0.9819
12288,170.1,50,Two-Stage Op-Amp Configuration,2.6005,6.8,-0.0160,-1.0000,0.9742
13312,183.9,62,Two-Stage Op-Amp Configuration,3.5315,5.5,-0.0224,-1.0000,0.9694
14336,197.4,39,Two-Stage Op-Amp Configuration,1.6490,8.5,-0.0221,-1.0000,0.9552
15360,211.0,48,Two-Stage Op-Amp Configuration,2.8838,7.1,-0.0243,-1.0000,0.9493
16384,224.8,71,Two-Stage Op-Amp Configuration,4.9972,4.8,-0.0290,-1.0000,0.9355
17408,238.5,63,Two-Stage Op-Amp Configuration,4.7443,5.4,-0.0194,-1.0000,0.9278
18432,252.2,67,Two-Stage Op-Amp Configuration,6.6547,5.0,-0.0203,-1.0000,0.9163
19456,266.0,61,Two-Stage Op-Amp Configuration,2.8503,5.5,-0.0217,-1.0000,0.9135
20480,279.7,69,Two-Stage Op-Amp Configuration,5.6863,4.7,-0.0180,-1.0000,0.9007
21504,293.3,56,Two-Stage Op-Amp Configuration,3.6303,6.0,-0.0210,-1.0000,0.8937
22528,308.1,74,Two-Stage Op-Amp Configuration,4.9374,4.6,-0.0155,-1.0000,0.8908
23552,322.3,76,Two-Stage Op-Amp Configuration,6.1871,4.4,-0.0208,-1.0000,0.8934
24576,336.3,60,Two-Stage Op-Amp Configuration,4.4053,5.6,-0.0198,-1.0000,0.8718
25600,350.3,51,Two-Stage Op-Amp Configuration,2.2776,6.6,-0.0174,-1.0000,0.8722
26624,364.3,67,Two-Stage Op-Amp Configuration,3.3851,4.9,-0.0183,-1.0000,0.8683
27648,379.1,77,Two-Stage Op-Amp Configuration,4.4677,4.4,-0.0166,-1.0000,0.8634
28672,393.4,68,Two-Stage Op-Amp Configuration,5.2889,5.0,-0.0217,-1.0000,0.8576
29696,407.6,67,Two-Stage Op-Amp Configuration,3.5229,5.1,-0.0166,-1.0000,0.8484
30720,421.6,59,Two-Stage Op-Amp Configuration,3.3330,5.7,-0.0165,-1.0000,0.8319
31744,435.7,57,Two-Stage Op-Amp Configuration,1.2431,5.9,-0.0189,-1.0000,0.8428
32768,450.0,75,Two-Stage Op-Amp Configuration,6.2300,4.5,-0.0204,-1.0000,0.8293
33792,464.0,67,Two-Stage Op-Amp Configuration,3.3588,5.1,-0.0170,-1.0000,0.8348
34816,478.1,78,Two-Stage Op-Amp Configuration,2.9398,4.3,-0.0167,-1.0000,0.8261
35840,492.7,83,Two-Stage Op-Amp Configuration,6.8011,3.9,-0.0158,-1.0000,0.8070
36864,507.3,81,Two-Stage Op-Amp Configuration,5.6680,4.1,-0.0171,-1.0000,0.8195
37888,521.5,80,Two-Stage Op-Amp Configuration,2.7901,4.1,-0.0155,-1.0000,0.8073
38912,535.8,72,Two-Stage Op-Amp Configuration,4.5080,4.7,-0.0183,-1.0000,0.8097
39936,550.0,71,Two-Stage Op-Amp Configuration,5.4516,4.8,-0.0179,-1.0000,0.7897
40960,564.5,71,Two-Stage Op-Amp Configuration,2.2485,4.8,-0.0146,-1.0000,0.7933
41984,579.0,78,Two-Stage Op-Amp Configuration,5.6210,4.3,-0.0117,-1.0000,0.7799
43008,593.6,83,Two-Stage Op-Amp Configuration,4.5000,4.1,-0.0203,-1.0000,0.7923
44032,608.0,73,Two-Stage Op-Amp Configuration,2.3645,4.6,-0.0207,-1.0000,0.7740
45056,622.2,72,Two-Stage Op-Amp Configuration,4.6944,4.7,-0.0187,-1.0000,0.7642
46080,637.1,75,Two-Stage Op-Amp Configuration,5.1364,4.5,-0.0182,-1.0000,0.7742
47104,651.6,61,Two-Stage Op-Amp Configuration,3.7710,5.5,-0.0117,-1.0000,0.7485
48128,666.4,87,Two-Stage Op-Amp Configuration,5.6032,3.8,-0.0177,-1.0000,0.7681
49152,681.9,84,Two-Stage Op-Amp Configuration,5.4904,4.0,-0.0173,-1.0000,0.7666
50176,695.3,77,Two-Stage Op-Amp Configuration,5.5255,4.4,-0.0181,-1.0000,0.7698
51200,708.4,72,Two-Stage Op-Amp Configuration,4.3717,4.7,-0.0147,-1.0000,0.7485
52224,723.3,78,Two-Stage Op-Amp Configuration,6.0885,4.3,-0.0193,-1.0000,0.7547
53248,737.5,69,Two-Stage Op-Amp Configuration,5.0622,4.9,-0.0203,-1.0000,0.7389
54272,751.6,66,Two-Stage Op-Amp Configuration,5.0536,5.1,-0.0180,-1.0000,0.7328
55296,765.7,72,Two-Stage Op-Amp Configuration,5.0479,4.7,-0.0118,-1.0000,0.7356
56320,780.0,83,Two-Stage Op-Amp Configuration,4.0066,4.1,-0.0107,-1.0000,0.7283
57344,793.7,71,Two-Stage Op-Amp Configuration,5.9707,4.8,-0.0190,-1.0000,0.7285
58368,807.5,76,Two-Stage Op-Amp Configuration,3.5365,4.5,-0.0145,-1.0000,0.7337
59392,821.4,76,Two-Stage Op-Amp Configuration,3.6619,4.4,-0.0170,-1.0000,0.7353
60416,834.7,77,Two-Stage Op-Amp Configuration,5.6894,4.4,-0.0172,-1.0000,0.7130
61440,848.9,69,Two-Stage Op-Amp Configuration,5.4162,4.9,-0.0157,-1.0000,0.7140
62464,863.2,90,Two-Stage Op-Amp Configuration,7.1572,3.8,-0.0207,-1.0000,0.7064
63488,877.8,70,Two-Stage Op-Amp Configuration,6.2733,4.8,-0.0156,-1.0000,0.7152
64512,893.6,80,Two-Stage Op-Amp Configuration,5.7210,4.2,-0.0146,-1.0000,0.7185
65536,907.8,74,Two-Stage Op-Amp Configuration,4.2477,4.6,-0.0151,-1.0000,0.7112
66560,921.2,81,Two-Stage Op-Amp Configuration,6.3359,4.1,-0.0129,-1.0000,0.7121
67584,934.3,70,Two-Stage Op-Amp Configuration,5.4571,4.7,-0.0141,-1.0000,0.7119
68608,947.3,78,Two-Stage Op-Amp Configuration,4.1391,4.2,-0.0146,-1.0000,0.7007
69632,960.2,96,Two-Stage Op-Amp Configuration,5.8547,3.5,-0.0141,-1.0000,0.6823
70656,974.3,83,Two-Stage Op-Amp Configuration,5.6191,4.1,-0.0139,-1.0000,0.6844
