timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,15.5,19,Two-Stage Op-Amp Configuration,-29.9796,53.9,-0.0175,162.3585,1.0935
2048,30.7,21,Two-Stage Op-Amp Configuration,-23.0713,48.8,-0.0104,127.5305,1.0887
3072,45.9,21,Two-Stage Op-Amp Configuration,-17.2946,48.8,-0.0119,77.1145,1.0876
4096,60.7,18,Two-Stage Op-Amp Configuration,-121.7568,56.9,-0.0067,4513.3943,1.0842
5120,75.4,23,Two-Stage Op-Amp Configuration,-9.4354,44.5,-0.0194,63.6725,1.0856
6144,90.1,21,Two-Stage Op-Amp Configuration,-10.2048,48.8,-0.0164,35.1441,1.0824
7168,105.5,19,Two-Stage Op-Amp Configuration,-24.8899,53.9,-0.0194,70.8348,1.0771
8192,122.6,25,Two-Stage Op-Amp Configuration,-4.9455,41.0,-0.0177,45.2347,1.0674
9216,138.2,27,Two-Stage Op-Amp Configuration,-15.7503,37.9,-0.0132,190.0614,1.0584
10240,152.1,22,Two-Stage Op-Amp Configuration,-6.5145,46.5,-0.0147,33.4289,1.0636
11264,166.1,27,Two-Stage Op-Amp Configuration,-10.1112,37.9,-0.0171,56.4411,1.0597
12288,180.3,32,Two-Stage Op-Amp Configuration,-24.5240,32.0,-0.0201,879.6903,1.0584
13312,194.0,18,Two-Stage Op-Amp Configuration,-15.9361,56.9,-0.0145,29.0430,1.0474
14336,208.6,25,Two-Stage Op-Amp Configuration,-55.0585,41.0,-0.0166,2102.5530,1.0416
15360,222.6,25,Two-Stage Op-Amp Configuration,-58.7976,41.0,-0.0149,2790.9712,1.0453
16384,236.7,31,Two-Stage Op-Amp Configuration,-7.2286,33.0,-0.0169,97.9605,1.0387
17408,250.6,24,Two-Stage Op-Amp Configuration,-47.7599,42.7,-0.0152,1152.4469,1.0413
18432,264.5,41,Two-Stage Op-Amp Configuration,-12.8918,25.0,-0.0151,533.8138,1.0441
19456,278.4,38,Two-Stage Op-Amp Configuration,-10.6933,26.9,-0.0191,137.2446,1.0453
20480,292.4,31,Two-Stage Op-Amp Configuration,-10.9361,33.0,-0.0135,84.2830,1.0194
21504,306.9,25,Two-Stage Op-Amp Configuration,-23.6639,41.0,-0.0096,208.2337,1.0170
22528,321.1,26,Two-Stage Op-Amp Configuration,-31.3224,39.4,-0.0140,309.6098,1.0192
23552,335.5,50,Two-Stage Op-Amp Configuration,-2.2472,20.5,-0.0153,152.3101,1.0159
24576,349.8,28,Two-Stage Op-Amp Configuration,-17.8652,36.6,-0.0159,128.4433,1.0088
25600,363.6,29,Two-Stage Op-Amp Configuration,-9.1727,35.3,-0.0243,49.0095,1.0184
26624,377.6,44,Two-Stage Op-Amp Configuration,-11.3427,23.3,-0.0161,614.9239,1.0093
27648,391.7,41,Two-Stage Op-Amp Configuration,-0.5737,25.0,-0.0249,22.6263,1.0045
28672,406.1,42,Two-Stage Op-Amp Configuration,-14.8662,24.4,-0.0161,575.3407,1.0003
29696,420.7,39,Two-Stage Op-Amp Configuration,-8.6281,26.3,-0.0127,137.2289,0.9989
30720,434.7,29,Two-Stage Op-Amp Configuration,-17.9126,35.3,-0.0272,260.4943,0.9899
31744,448.9,46,Two-Stage Op-Amp Configuration,-2.1414,22.3,-0.0118,39.9444,0.9973
32768,462.8,39,Two-Stage Op-Amp Configuration,-10.7455,26.3,-0.0160,131.6231,0.9880
33792,477.2,42,Two-Stage Op-Amp Configuration,1.2634,24.4,-0.0125,14.8627,0.9926
