timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,30.0,30,Common-Source Amplifier,-5.4015,33.5,-0.0063,5.4261,1.0938
2048,57.6,34,Common-Source Amplifier,-3.7781,28.7,-0.0086,7.9282,1.0879
3072,82.6,42,Common-Source Amplifier,-0.7144,23.4,-0.0092,10.8669,1.0838
4096,107.8,30,Common-Source Amplifier,-4.8085,32.7,-0.0074,8.2468,1.0774
5120,131.6,45,Common-Source Amplifier,-0.0440,22.5,-0.0091,12.5734,1.0713
6144,154.5,31,Common-Source Amplifier,-5.8404,32.5,-0.0074,8.2531,1.0705
7168,177.2,34,Common-Source Amplifier,-8.6226,30.1,-0.0010,80.9392,1.0602
8192,199.8,27,Common-Source Amplifier,-7.6292,37.8,-0.0105,13.3686,1.0410
9216,223.4,27,Common-Source Amplifier,-8.5572,36.6,-0.0178,7.6722,1.0254
10240,247.9,34,Common-Source Amplifier,-3.7493,28.9,-0.0143,10.8064,1.0240
11264,270.2,36,Common-Source Amplifier,-3.0372,27.3,-0.0108,9.1263,1.0107
12288,294.4,39,Common-Source Amplifier,-2.5188,25.6,-0.0057,7.1412,1.0073
13312,317.0,40,Common-Source Amplifier,-1.2098,25.3,-0.0104,14.3203,0.9668
14336,340.8,45,Common-Source Amplifier,0.1459,22.7,-0.0137,10.7184,0.9476
15360,362.9,50,Common-Source Amplifier,0.4802,20.4,-0.0105,11.0975,0.9381
16384,388.2,39,Common-Source Amplifier,-2.8067,25.7,-0.0060,33.1064,0.9684
17408,411.4,41,Common-Source Amplifier,-3.7806,24.4,-0.0093,47.2225,0.9924
18432,434.2,48,Common-Source Amplifier,1.2264,20.9,0.0056,22.3253,0.9012
19456,457.7,55,Common-Source Amplifier,1.4439,18.1,0.0057,16.5761,0.9660
20480,481.2,44,Common-Source Amplifier,-2.4323,22.3,-0.0060,70.4361,0.9311
21504,504.7,44,Common-Source Amplifier,-2.0654,23.0,-0.0160,47.4558,0.9320
22528,528.3,51,Common-Source Amplifier,-2.9679,19.9,0.0069,97.6438,0.9350
23552,551.2,42,Common-Source Amplifier,-2.7438,23.6,-0.0018,57.7814,0.9783
24576,574.2,59,Common-Source Amplifier,2.8856,16.9,-0.0032,30.2108,0.8901
25600,596.6,52,Common-Source Amplifier,0.8235,19.4,-0.0139,44.2446,0.9433
26624,620.4,51,Common-Source Amplifier,1.2947,19.9,-0.0051,13.1777,0.9304
27648,642.8,45,Common-Source Amplifier,0.0198,22.2,-0.0092,14.3772,0.9357
28672,665.4,53,Common-Source Amplifier,1.9696,18.6,-0.0041,14.4778,0.9265
29696,688.3,52,Common-Source Amplifier,2.0367,19.6,-0.0069,10.8122,0.9139
30720,711.3,50,Common-Source Amplifier,-0.1033,19.6,0.0007,37.1984,0.8963
31744,733.8,40,Common-Source Amplifier,-1.4399,25.5,0.0048,17.2304,0.8901
32768,756.7,54,Common-Source Amplifier,1.6688,18.7,-0.0108,20.3524,0.8652
33792,779.9,47,Common-Source Amplifier,1.3695,21.6,-0.0031,8.1480,0.8446
34816,803.6,54,Common-Source Amplifier,2.3267,18.3,-0.0078,8.6344,0.8362
35840,826.4,48,Common-Source Amplifier,2.0558,20.4,-0.0120,7.2232,0.8515
