timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
7808,108.7,14,Common-Source Amplifier,0.6775,9.1,-0.0210,3.7767,0.6993,0.94,15.18
7936,110.4,7,Common-Source Amplifier,-2.5052,17.6,-0.0256,3.9999,0.7200,5.94,24.23
8064,112.2,13,Common-Source Amplifier,0.4632,8.2,-0.0008,4.0275,0.6458,5.51,11.23
8192,114.0,10,Common-Source Amplifier,0.3449,10.1,-0.0216,4.5005,0.7422,12.73,16.98
8320,115.8,13,Common-Source Amplifier,0.9754,9.7,-0.0208,4.5384,0.6682,12.00,5.81
8448,117.7,15,Common-Source Amplifier,-2.3576,8.5,0.0389,102.7356,0.6840,14.61,22.46
8576,119.5,9,Common-Source Amplifier,-3.9171,13.0,-0.0202,29.8385,0.7177,13.63,22.09
8704,121.2,7,Common-Source Amplifier,-6.7626,18.1,-0.0334,16.7153,0.7209,26.73,25.39
8832,123.0,6,Common-Source Amplifier,-3.7959,18.7,-0.0227,15.1967,0.7046,23.58,23.51
8960,124.9,16,Common-Source Amplifier,1.9402,6.8,0.0741,9.3717,0.6928,0.30,13.47
9088,126.7,10,Common-Source Amplifier,-4.4947,12.4,-0.0101,18.1287,0.6459,4.75,12.04
9216,128.6,13,Common-Source Amplifier,-6.6367,9.5,-0.0311,38.5175,0.5472,1.81,12.22
9344,130.5,17,Common-Source Amplifier,-0.6785,7.4,-0.0133,17.5529,0.6239,4.38,6.31
9472,132.3,9,Common-Source Amplifier,0.5977,12.9,-0.0112,3.6450,0.6940,25.27,5.21
9600,134.1,15,Common-Source Amplifier,0.7741,8.5,-0.0240,1.6178,0.6014,11.00,7.31
9728,136.1,21,Common-Source Amplifier,1.0196,5.9,-0.0133,2.2244,0.4952,1.92,15.15
9856,137.9,10,Common-Source Amplifier,0.6210,10.2,-0.0261,2.4067,0.5850,14.49,14.34
9984,139.8,25,Common-Source Amplifier,0.2437,5.0,-0.0207,6.8302,0.3959,2.68,13.04
10112,141.7,22,Common-Source Amplifier,1.4765,4.8,-0.0197,1.0589,0.4539,2.33,13.77
10240,143.6,14,Common-Source Amplifier,0.9012,8.9,-0.0063,2.7634,0.4856,7.37,12.12
10368,145.4,16,Common-Source Amplifier,1.5842,7.9,-0.0183,1.0414,0.5146,6.49,13.30
10496,147.1,10,Common-Source Amplifier,-2.9483,10.4,0.0678,31.1632,0.5840,14.32,7.12
10624,148.9,9,Common-Source Amplifier,-4.6616,13.7,-0.0113,13.6099,0.6279,10.99,19.40
10752,150.6,6,Common-Source Amplifier,-7.2085,18.0,0.0477,36.1728,0.6449,46.99,68.69
10880,152.3,7,Common-Source Amplifier,-2.5417,17.0,0.0142,10.2320,0.6733,11.65,22.41
11008,154.1,6,Common-Source Amplifier,-2.9854,18.8,-0.0105,5.7646,0.7624,12.33,32.75
11136,155.8,7,Common-Source Amplifier,-0.9760,17.0,-0.0152,5.0245,0.7151,16.51,28.14
11264,157.6,10,Common-Source Amplifier,-0.1501,12.6,-0.0077,6.8141,0.7266,5.88,16.19
11392,159.5,13,Common-Source Amplifier,1.5420,9.7,-0.0147,1.6212,0.6275,0.23,15.12
11520,161.2,9,Common-Source Amplifier,1.0290,13.7,-0.0208,2.3582,0.6908,5.54,17.21
11648,163.1,13,Common-Source Amplifier,0.7670,9.4,-0.0128,4.0401,0.6629,3.49,14.91
11776,164.9,16,Common-Source Amplifier,1.3201,7.9,-0.0467,0.9117,0.7181,2.95,15.84
11904,166.8,16,Common-Source Amplifier,1.6903,7.3,-0.0093,1.0793,0.6463,0.03,14.80
12032,168.7,18,Common-Source Amplifier,1.5083,6.7,-0.0200,1.7942,0.6159,0.24,12.92
12160,170.5,14,Common-Source Amplifier,1.3315,8.7,-0.0128,1.3762,0.7010,3.36,7.51
12288,172.4,18,Common-Source Amplifier,1.5382,6.8,-0.0011,1.4023,0.6604,2.56,16.00
12416,174.2,13,Common-Source Amplifier,1.6942,9.5,-0.0269,1.8488,0.6889,4.41,12.91
12544,176.2,19,Common-Source Amplifier,1.7137,6.6,-0.0280,1.7310,0.6960,0.98,14.23
12672,178.1,13,Common-Source Amplifier,1.8123,9.8,-0.0152,1.6513,0.6638,1.59,15.95
12800,179.8,14,Common-Source Amplifier,1.3777,8.1,-0.0316,2.3998,0.6549,0.11,14.92
12928,181.6,15,Common-Source Amplifier,2.2755,8.2,-0.0048,0.8030,0.6574,2.65,12.84
13056,183.5,15,Common-Source Amplifier,0.9373,8.1,-0.0150,7.4154,0.6304,4.71,7.17
13184,185.3,15,Common-Source Amplifier,2.1644,7.9,-0.0058,1.1107,0.6352,1.25,13.21
13312,187.2,14,Common-Source Amplifier,2.0628,8.9,-0.0346,0.8023,0.7069,5.42,11.57
13440,189.0,16,Common-Source Amplifier,2.1263,7.8,-0.0390,0.4810,0.7174,5.43,16.77
13568,190.8,12,Common-Source Amplifier,3.0222,9.6,-0.0242,1.0708,0.6789,4.25,16.27
13696,192.7,14,Common-Source Amplifier,2.9073,8.8,-0.0430,0.8277,0.7324,5.38,17.39
13824,194.4,11,Common-Source Amplifier,3.2871,10.9,-0.0309,0.9559,0.7278,2.98,17.61
13952,196.2,6,Common-Source Amplifier,5.7610,18.8,-0.0128,2.0790,0.7522,0.77,19.69
14080,197.9,5,Common-Source Amplifier,5.0222,25.4,-0.0162,3.9971,0.7293,0.50,28.18
14208,199.6,5,Common-Source Amplifier,5.2465,23.2,-0.0024,2.6978,0.7489,1.03,29.66
14336,201.5,5,Common-Source Amplifier,5.5213,25.6,-0.0087,2.8797,0.7646,2.95,36.47
