timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
3072,79.1,29,Common-Source Amplifier,-28.5564,104.1,-0.0009,4.8460,1.0859
6144,154.6,30,Common-Source Amplifier,-26.4322,100.3,-0.0014,5.0231,1.0723
9216,229.8,33,Common-Source Amplifier,-21.9585,91.2,-0.0037,9.1302,1.0755
12288,299.2,43,Common-Source Amplifier,-13.5036,70.4,-0.0048,9.3213,1.0809
15360,367.2,35,Common-Source Amplifier,-20.6173,86.7,-0.0047,13.0809,1.0734
18432,432.3,28,Common-Source Amplifier,-29.7212,107.6,-0.0006,13.9146,1.0366
21504,497.4,28,Common-Source Amplifier,-28.2636,107.5,-0.0024,10.9809,0.9902
24576,573.6,34,Common-Source Amplifier,-26.3247,88.5,-0.0024,13.1742,0.9824
27648,646.5,36,Common-Source Amplifier,-28.8415,84.8,0.0003,37.8889,0.9748
30720,720.6,27,Common-Source Amplifier,-43.6642,111.4,-0.0004,24.4117,0.9801
33792,792.4,28,Common-Source Amplifier,-26.6115,107.2,-0.0055,9.7349,0.9960
36864,867.5,27,Common-Source Amplifier,-31.7905,113.0,-0.0010,13.0930,0.9561
39936,945.3,30,Common-Source Amplifier,-28.5891,100.8,-0.0003,16.9984,0.9379
43008,1015.2,38,Common-Source Amplifier,-30.4102,77.5,0.0106,283.8466,0.9995
46080,1085.7,35,Common-Source Amplifier,-25.6369,85.0,-0.0024,33.2922,0.9589
49152,1154.4,32,Common-Source Amplifier,-26.4297,95.0,-0.0014,17.4236,0.9390
52224,1227.3,28,Common-Source Amplifier,-33.5314,107.4,-0.0061,12.4258,0.8630
55296,1299.1,36,Common-Source Amplifier,-17.2249,83.9,-0.0036,14.1226,0.8204
58368,1368.9,34,Common-Source Amplifier,-23.1138,88.3,-0.0036,10.7957,0.7322
61440,1436.8,28,Common-Source Amplifier,-32.8081,107.5,-0.0047,6.2721,0.7089
64512,1505.5,35,Common-Source Amplifier,-23.4873,84.2,0.0001,9.6596,0.6993
67584,1574.3,34,Common-Source Amplifier,-26.0184,87.4,-0.0069,16.6927,0.7012
70656,1648.0,31,Common-Source Amplifier,-25.5474,94.5,-0.0037,7.3440,0.5741
73728,1720.0,37,Common-Source Amplifier,-18.5537,82.2,-0.0007,6.3718,0.5425
76800,1790.9,31,Common-Source Amplifier,-27.9554,96.7,0.0027,12.3947,0.6462
79872,1863.3,32,Common-Source Amplifier,-22.1024,93.1,-0.0004,6.7463,0.6322
82944,1935.7,35,Common-Source Amplifier,-21.4752,87.5,-0.0029,6.1681,0.6335
86016,2010.9,30,Common-Source Amplifier,-25.6900,99.4,-0.0021,6.2590,0.5757
89088,2086.3,33,Common-Source Amplifier,-23.7831,89.1,-0.0022,12.6494,0.5441
92160,2166.8,27,Common-Source Amplifier,-27.8281,112.6,-0.0047,3.7918,0.5172
95232,2237.4,39,Common-Source Amplifier,-16.2072,77.3,-0.0005,4.9372,0.4853
98304,2311.5,35,Common-Source Amplifier,-24.6684,87.0,-0.0010,29.0696,0.4720
101376,2396.4,28,Common-Source Amplifier,-28.5584,107.1,0.0029,6.3279,0.3770
104448,2475.6,40,Common-Source Amplifier,-17.5157,74.7,0.0018,9.6222,0.3736
107520,2548.2,27,Common-Source Amplifier,-38.8937,110.9,0.0007,35.4932,0.4403
110592,2622.4,33,Common-Source Amplifier,-16.1540,90.2,0.0054,6.8687,0.5631
113664,2690.8,31,Common-Source Amplifier,-17.7130,95.4,-0.0016,6.3702,0.5993
116736,2761.3,51,Common-Source Amplifier,-15.5672,59.4,0.0024,41.7164,0.4188
119808,2833.5,31,Common-Source Amplifier,-25.2485,95.4,0.0017,7.9082,0.4758
122880,2905.3,39,Common-Source Amplifier,-17.4022,78.5,-0.0018,6.4588,0.3819
125952,2979.1,38,Common-Source Amplifier,-17.5190,80.8,0.0005,12.1684,0.4166
129024,3053.1,39,Common-Source Amplifier,-46.3326,75.1,0.0022,2969.9016,0.4421
132096,3125.1,34,Common-Source Amplifier,-21.9252,87.0,0.0026,12.9853,0.4422
135168,3196.5,34,Common-Source Amplifier,-20.4465,88.8,0.0002,8.2445,0.4651
138240,3269.9,28,Common-Source Amplifier,-32.3872,104.9,-0.0001,31.5280,0.4296
141312,3342.1,33,Common-Source Amplifier,-21.0794,89.5,-0.0001,7.5824,0.4806
144384,3415.6,35,Common-Source Amplifier,-22.6686,84.7,-0.0004,21.8152,0.4818
147456,3486.2,36,Common-Source Amplifier,-15.4386,81.8,-0.0005,8.3297,0.5047
150528,3557.0,38,Common-Source Amplifier,-15.1529,77.6,0.0034,7.6835,0.4682
153600,3629.6,33,Common-Source Amplifier,-33.7038,90.1,0.0017,118.4658,0.4520
156672,3697.8,38,Common-Source Amplifier,-14.4089,79.6,0.0005,11.0048,0.5137
159744,3772.5,33,Common-Source Amplifier,-21.4887,92.5,-0.0015,8.4231,0.4249
162816,3845.7,35,Common-Source Amplifier,-25.5281,84.8,0.0017,122.5238,0.4911
165888,3916.4,40,Common-Source Amplifier,-53.4963,73.8,0.0018,3418.6916,0.4063
168960,3990.3,30,Common-Source Amplifier,-25.2596,97.4,0.0017,36.1518,0.4370
172032,4064.9,33,Common-Source Amplifier,-69.6947,90.7,0.0001,4808.4493,0.3861
175104,4137.1,34,Common-Source Amplifier,-17.4176,87.8,0.0028,17.9083,0.4681
178176,4211.8,36,Common-Source Amplifier,-26.5037,83.7,0.0007,55.6592,0.3801
181248,4280.4,38,Common-Source Amplifier,-20.1519,78.8,0.0007,25.4700,0.3134
184320,4354.8,28,Common-Source Amplifier,-37.8955,107.6,0.0000,197.3014,0.3606
187392,4427.7,37,Common-Source Amplifier,-19.7210,80.7,0.0004,19.3063,0.3502
190464,4498.4,30,Common-Source Amplifier,-25.7566,100.5,0.0028,9.0750,0.3968
193536,4571.7,31,Common-Source Amplifier,-25.7496,98.0,-0.0004,8.3370,0.3185
196608,4646.8,48,Common-Source Amplifier,-11.4570,62.2,0.0010,7.6978,0.4299
199680,4719.0,32,Common-Source Amplifier,-21.8726,95.6,-0.0025,11.3305,0.3846
202752,4788.6,27,Common-Source Amplifier,-29.1443,109.4,-0.0018,6.7514,0.3693
205824,4857.7,31,Common-Source Amplifier,-28.9500,96.4,-0.0003,32.1451,0.3067
208896,4937.6,28,Common-Source Amplifier,-30.2447,109.4,0.0010,10.4756,0.3563
