timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
128,2.8,4,Common-Source Amplifier,-41.9239,25.5,-0.0274,298.6699,1.0886
256,5.6,4,Common-Source Amplifier,-8.9060,30.0,-0.0120,9.0797,1.0790
384,8.8,4,Common-Source Amplifier,-10.4182,30.0,-0.0228,6.7692,1.0738
512,11.7,4,Common-Source Amplifier,-17.9077,30.0,-0.0263,48.5440,1.0602
640,14.5,4,Common-Source Amplifier,-8.6149,27.2,-0.0193,5.3608,1.0542
768,17.2,4,Common-Source Amplifier,-9.2116,30.0,-0.0173,2.1198,1.0548
896,20.1,4,Common-Source Amplifier,-10.0132,30.0,-0.0214,1.7640,1.0476
1024,23.0,4,Common-Source Amplifier,-8.7040,30.0,-0.0096,2.5042,1.0505
1152,25.8,4,Common-Source Amplifier,-7.3920,24.8,-0.0173,4.9655,1.0434
1280,28.5,4,Common-Source Amplifier,-9.0753,30.0,-0.0211,1.9858,1.0237
1408,31.1,4,Common-Source Amplifier,-11.3497,30.0,-0.0084,2.7304,1.0336
1536,33.9,4,Common-Source Amplifier,-11.9613,30.0,-0.0349,3.3808,1.0404
1664,36.6,4,Common-Source Amplifier,-8.2981,24.8,-0.0224,7.2095,1.0507
1792,39.5,4,Common-Source Amplifier,-10.3220,30.0,-0.0129,2.6055,1.0387
1920,42.2,5,Common-Source Amplifier,-13.1573,25.6,-0.0125,35.7957,1.0188
2048,45.0,4,Common-Source Amplifier,-9.4576,30.0,-0.0109,1.1040,1.0098
2176,47.7,4,Common-Source Amplifier,-22.4613,30.0,-0.0111,120.0400,1.0034
2304,50.5,4,Common-Source Amplifier,-11.2918,30.0,-0.0157,2.0361,0.9957
2432,53.2,4,Common-Source Amplifier,-9.9586,30.0,-0.0315,1.8561,0.9530
2560,55.9,4,Common-Source Amplifier,-10.4549,30.0,-0.0314,0.9075,0.9535
2688,58.8,4,Common-Source Amplifier,-9.3465,30.0,-0.0090,3.1320,0.9283
2816,61.8,5,Common-Source Amplifier,-8.2645,24.8,-0.0432,1.9928,0.9174
2944,64.6,4,Common-Source Amplifier,-8.9549,30.0,-0.0027,0.8281,0.9469
3072,67.4,4,Common-Source Amplifier,-9.6946,30.0,-0.0212,0.6082,0.8994
3200,70.4,4,Common-Source Amplifier,-8.6460,30.0,-0.0380,0.3165,0.8716
3328,73.2,4,Common-Source Amplifier,-8.7771,30.0,-0.0249,0.4231,0.8533
3456,75.9,4,Common-Source Amplifier,-8.7654,30.0,-0.0370,0.4206,0.8032
3584,78.6,4,Common-Source Amplifier,-8.8052,30.0,-0.0287,0.3658,0.7695
3712,81.4,4,Common-Source Amplifier,-9.1693,30.0,-0.0193,0.2129,0.7676
3840,84.1,4,Common-Source Amplifier,-8.7273,30.0,-0.0375,0.2468,0.7420
3968,86.9,4,Common-Source Amplifier,-8.1358,30.0,-0.0216,0.1389,0.7173
4096,89.7,4,Common-Source Amplifier,-8.0548,30.0,-0.0172,0.1265,0.7365
4224,92.4,4,Common-Source Amplifier,-6.9735,26.5,-0.0242,1.0085,0.7305
4352,95.1,4,Common-Source Amplifier,-33.6822,27.0,0.0923,363.3812,0.6468
4480,97.8,4,Common-Source Amplifier,-8.6071,30.0,0.0217,1.3250,0.7301
4608,100.6,5,Common-Source Amplifier,-9.0450,23.8,-0.0092,7.4768,0.6915
4736,103.3,4,Common-Source Amplifier,-9.9346,30.0,-0.0214,3.2771,0.6686
4864,105.9,4,Common-Source Amplifier,-8.9487,30.0,-0.0250,1.6567,0.6749
4992,108.6,4,Common-Source Amplifier,-7.4639,30.0,-0.0140,0.1201,0.7057
5120,111.3,4,Common-Source Amplifier,-8.4937,24.8,-0.0131,8.8208,0.6728
5248,114.0,4,Common-Source Amplifier,-6.7233,30.0,-0.0151,0.2277,0.6694
5376,116.7,5,Common-Source Amplifier,-4.1029,20.6,-0.0296,1.5533,0.6540
5504,119.4,5,Common-Source Amplifier,-5.8964,24.0,-0.0226,1.9381,0.6468
5632,122.1,5,Common-Source Amplifier,-3.9842,21.2,-0.0207,1.3312,0.6864
5760,124.8,7,Common-Source Amplifier,-6.2511,16.4,-0.0370,5.2164,0.6533
5888,127.8,10,Common-Source Amplifier,-6.3979,12.8,-0.0186,57.1482,0.5959
6016,130.6,8,Common-Source Amplifier,-6.6058,15.5,-0.0106,33.2168,0.6070
6144,133.2,8,Common-Source Amplifier,-3.5197,15.0,-0.0086,6.3589,0.6710
6272,135.7,7,Common-Source Amplifier,-6.9022,18.0,-0.0140,19.9423,0.6704
6400,138.4,10,Common-Source Amplifier,-3.0347,12.7,-0.0009,4.8356,0.6747
6528,141.1,9,Common-Source Amplifier,-3.9152,13.7,-0.0093,3.5970,0.6568
6656,143.8,8,Common-Source Amplifier,-5.3103,15.6,-0.0317,6.4653,0.6428
6784,146.5,10,Common-Source Amplifier,-5.5188,11.7,-0.0088,19.4005,0.6155
6912,149.1,5,Common-Source Amplifier,-5.6408,22.0,-0.0386,2.6551,0.6787
7040,151.9,7,Common-Source Amplifier,-5.8935,17.3,-0.0187,4.7729,0.6576
7168,154.5,8,Common-Source Amplifier,-2.9657,16.0,-0.0257,1.8029,0.6851
7296,157.3,10,Common-Source Amplifier,-3.5396,12.1,-0.0145,7.8987,0.6726
7424,160.1,10,Common-Source Amplifier,-2.3238,12.0,-0.0221,1.1426,0.6905
7552,162.7,7,Common-Source Amplifier,-8.5922,17.6,0.0072,17.7102,0.5997
7680,165.6,8,Common-Source Amplifier,-3.6275,15.5,0.0040,3.0920,0.6383
7808,168.4,5,Common-Source Amplifier,-5.0815,23.8,-0.0247,1.1781,0.6658
7936,171.3,7,Common-Source Amplifier,-3.2995,17.4,-0.0315,0.7731,0.7047
8064,174.2,11,Common-Source Amplifier,-3.2579,10.5,-0.0218,12.4708,0.6025
8192,177.1,10,Common-Source Amplifier,-3.3103,12.5,-0.0330,5.4042,0.6539
8320,180.1,15,Common-Source Amplifier,-2.3330,8.5,-0.0278,4.0699,0.5586
8448,182.9,11,Common-Source Amplifier,-2.9659,11.5,-0.0165,3.0395,0.6086
8576,185.8,12,Common-Source Amplifier,-1.8400,10.7,-0.0311,0.9259,0.6428
8704,189.1,17,Common-Source Amplifier,-1.1967,7.1,-0.0470,0.3964,0.6326
8832,192.5,19,Common-Source Amplifier,-1.9581,6.5,-0.0184,4.7941,0.5463
8960,195.7,18,Common-Source Amplifier,-1.4393,6.9,-0.0258,0.9272,0.5604
9088,198.9,17,Common-Source Amplifier,-1.4562,7.2,-0.0212,0.8045,0.5327
9216,202.0,15,Common-Source Amplifier,-1.7510,8.5,-0.0388,1.7100,0.5583
9344,205.2,16,Common-Source Amplifier,-7.9718,8.0,0.0654,346.2791,0.4550
9472,208.6,22,Common-Source Amplifier,-0.8282,5.2,-0.0082,137.5244,0.4626
9600,211.7,15,Common-Source Amplifier,-3.1535,8.5,-0.0127,14.9811,0.4898
9728,214.9,22,Common-Source Amplifier,-0.9718,5.5,0.0072,3.4585,0.4445
9856,218.1,21,Common-Source Amplifier,-1.6040,6.0,-0.0203,9.8167,0.4081
9984,221.4,23,Common-Source Amplifier,-0.8175,5.5,-0.0161,0.4860,0.4555
10112,224.5,23,Common-Source Amplifier,-1.0226,5.4,-0.0121,1.3812,0.4328
