timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,14.0,18,Two-Stage Op-Amp Configuration,-34.9924,54.0,-0.0093,228.6584,1.0916
2048,27.8,20,Two-Stage Op-Amp Configuration,-23.9576,50.1,-0.0029,113.7286,1.0905
3072,42.1,20,Two-Stage Op-Amp Configuration,-15.6157,47.0,-0.0089,62.0346,1.0870
4096,56.0,16,Two-Stage Op-Amp Configuration,-50.4084,62.2,-0.0039,636.7504,1.0873
5120,69.8,16,Two-Stage Op-Amp Configuration,-17.6460,62.2,0.0116,37.1537,1.0862
6144,83.7,17,Two-Stage Op-Amp Configuration,-17.7770,55.6,-0.0055,36.3549,1.0876
7168,97.6,17,Two-Stage Op-Amp Configuration,-20.3538,55.8,-0.0042,40.6116,1.0872
8192,111.7,26,Two-Stage Op-Amp Configuration,-17.7136,37.2,-0.0074,162.5072,1.0837
9216,125.5,19,Two-Stage Op-Amp Configuration,-12.1832,53.4,-0.0059,75.4914,1.0823
10240,139.7,19,Two-Stage Op-Amp Configuration,-18.5022,52.3,-0.0013,83.6822,1.0815
11264,153.5,22,Two-Stage Op-Amp Configuration,-8.6779,43.2,-0.0057,36.2910,1.0760
12288,167.3,22,Two-Stage Op-Amp Configuration,-10.9522,44.4,-0.0053,54.6403,1.0735
13312,181.0,27,Two-Stage Op-Amp Configuration,-17.3958,36.7,-0.0108,302.2140,1.0715
14336,194.6,15,Two-Stage Op-Amp Configuration,-20.9412,67.8,-0.0092,34.1368,1.0711
15360,208.2,19,Two-Stage Op-Amp Configuration,-64.5327,53.8,-0.0077,1690.6319,1.0700
16384,222.4,18,Two-Stage Op-Amp Configuration,-83.2316,55.2,0.0027,1642.6107,1.0676
17408,236.3,20,Two-Stage Op-Amp Configuration,-11.9998,47.7,-0.0091,64.0566,1.0682
18432,250.0,25,Two-Stage Op-Amp Configuration,-4.0203,39.3,-0.0024,46.4498,1.0682
19456,263.7,19,Two-Stage Op-Amp Configuration,-68.7388,52.7,0.0088,1247.7093,1.0591
20480,277.3,23,Two-Stage Op-Amp Configuration,-8.7801,44.5,-0.0056,42.4294,1.0641
21504,291.0,23,Two-Stage Op-Amp Configuration,-36.8785,42.5,-0.0108,675.4111,1.0564
