timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,11.8,31,Common-Source Amplifier,-11.4989,32.0,0.0034,121.7889,1.0901
2048,23.3,27,Common-Source Amplifier,-15.7244,37.0,0.0000,33.6960,1.0755
3072,35.0,31,Common-Source Amplifier,-12.1427,33.0,-0.0048,28.8248,1.0695
4096,46.5,28,Common-Source Amplifier,-17.2961,35.3,-0.0027,77.8816,1.0521
5120,58.2,26,Common-Source Amplifier,-12.9328,39.3,-0.0058,17.4378,1.0506
6144,70.1,27,Common-Source Amplifier,-27.8956,36.6,-0.0118,165.6380,1.0573
7168,81.8,29,Common-Source Amplifier,-15.6607,35.2,-0.0065,58.5797,1.0562
8192,93.5,26,Common-Source Amplifier,-13.9252,37.9,-0.0118,43.0939,1.0466
9216,105.2,27,Common-Source Amplifier,-24.6511,37.8,-0.0055,85.7050,1.0466
10240,117.1,32,Common-Source Amplifier,-7.7479,30.8,-0.0075,31.8671,1.0530
11264,128.9,26,Common-Source Amplifier,-28.1475,37.9,-0.0030,127.2256,1.0382
12288,2021.6,35,Common-Source Amplifier,-12.0053,28.2,-0.0129,53.9392,1.0392
13312,3882.3,31,Common-Source Amplifier,-5.0990,31.8,0.0033,14.0255,1.0229
14336,5793.9,32,Common-Source Amplifier,-9.4962,31.2,0.0028,30.3114,1.0198
15360,7393.5,34,Common-Source Amplifier,-8.6096,30.1,-0.0045,26.0777,1.0116
16384,7404.5,24,Common-Source Amplifier,-13.8797,41.2,-0.0031,11.2136,0.9965
17408,7415.5,29,Common-Source Amplifier,-10.4927,34.0,-0.0063,27.2043,1.0172
18432,7426.5,33,Common-Source Amplifier,-6.5466,30.5,-0.0039,17.8646,0.9822
19456,7445.9,32,Common-Source Amplifier,-9.7660,31.5,-0.0046,16.2966,0.9782
20480,7457.6,33,Common-Source Amplifier,-5.9227,29.7,-0.0047,11.3869,0.9792
21504,7468.6,27,Common-Source Amplifier,-10.4145,37.8,-0.0021,6.3472,0.9567
22528,8510.6,43,Common-Source Amplifier,-0.7580,23.7,0.0018,12.0010,0.9787
23552,10450.4,36,Common-Source Amplifier,-5.6525,28.3,-0.0082,8.8655,0.9719
24576,12503.8,35,Common-Source Amplifier,-5.0001,28.5,-0.0034,7.5812,0.9499
25600,14535.2,31,Common-Source Amplifier,-7.4044,32.7,-0.0076,5.9227,0.9158
26624,17552.1,39,Common-Source Amplifier,-3.1824,26.2,-0.0094,8.8813,0.9424
27648,17633.1,34,Common-Source Amplifier,-6.0221,29.9,-0.0038,4.9269,0.9353
28672,17644.7,27,Common-Source Amplifier,-12.0084,37.4,0.0047,7.4293,0.9416
29696,17655.6,29,Common-Source Amplifier,-7.1238,33.8,-0.0115,6.6333,0.8968
30720,19672.3,35,Common-Source Amplifier,-8.6295,28.0,-0.0093,11.1359,0.8915
31744,21508.8,35,Common-Source Amplifier,-8.9106,28.0,0.0003,46.3613,0.9321
32768,22388.2,29,Common-Source Amplifier,-9.1154,34.8,-0.0038,6.5443,0.9173
33792,22399.2,38,Common-Source Amplifier,-3.4746,26.3,-0.0069,8.0966,0.9137
34816,22409.7,27,Common-Source Amplifier,-8.6833,37.1,-0.0108,4.1981,0.8925
35840,22420.2,34,Common-Source Amplifier,-3.4812,29.3,0.0055,4.2884,0.9011
36864,23386.5,34,Common-Source Amplifier,-4.7470,29.8,-0.0006,4.5071,0.8527
37888,23397.5,39,Common-Source Amplifier,-5.2338,25.2,-0.0000,8.0671,0.8237
38912,23408.1,31,Common-Source Amplifier,-6.3995,32.1,-0.0089,5.4968,0.8217
39936,23418.5,35,Common-Source Amplifier,-6.3370,27.9,-0.0082,25.0841,0.8404
40960,23429.0,35,Common-Source Amplifier,-8.7905,28.4,-0.0115,32.7956,0.8334
41984,23447.8,34,Common-Source Amplifier,-4.9793,29.4,-0.0077,8.8131,0.8082
43008,23458.5,26,Common-Source Amplifier,-8.8350,39.3,0.0007,5.4625,0.8572
44032,23468.9,29,Common-Source Amplifier,-9.6054,33.6,-0.0059,17.2050,0.8562
45056,23479.5,41,Common-Source Amplifier,-2.6576,24.0,-0.0077,6.3003,0.8560
46080,23497.3,32,Common-Source Amplifier,-7.7298,30.8,-0.0109,5.5787,0.8427
47104,23508.1,28,Common-Source Amplifier,-9.7493,35.7,-0.0059,5.3546,0.8806
48128,23518.6,35,Common-Source Amplifier,-5.3502,28.2,-0.0121,9.1378,0.8530
49152,23529.1,29,Common-Source Amplifier,-6.8730,33.8,-0.0101,4.7510,0.8511
50176,23603.7,28,Common-Source Amplifier,-7.8412,36.2,0.0029,7.9745,0.8896
51200,23614.8,31,Common-Source Amplifier,-7.4133,32.8,-0.0067,3.8748,0.8766
52224,23626.6,36,Common-Source Amplifier,-4.7548,27.8,0.0016,7.0426,0.8881
53248,23638.2,37,Common-Source Amplifier,-3.3897,26.8,-0.0043,4.2438,0.8559
54272,23649.7,32,Common-Source Amplifier,-5.4244,31.9,-0.0029,5.5116,0.8673
55296,26643.0,28,Common-Source Amplifier,-6.4340,34.8,-0.0005,2.2214,0.8071
56320,27656.0,30,Common-Source Amplifier,-6.4032,33.2,-0.0094,3.3965,0.8551
57344,27666.9,33,Common-Source Amplifier,-5.7878,31.0,-0.0113,2.1414,0.8463
58368,27679.3,36,Common-Source Amplifier,-3.9413,28.2,-0.0054,4.8751,0.8271
59392,27690.7,50,Common-Source Amplifier,-1.2646,20.4,-0.0019,10.9188,0.7661
60416,27701.3,28,Common-Source Amplifier,-8.4028,36.3,-0.0038,3.5801,0.8557
61440,29662.2,29,Common-Source Amplifier,-8.5408,35.0,-0.0045,1.3485,0.6776
62464,31110.4,36,Common-Source Amplifier,-3.4114,27.3,-0.0089,2.5125,0.7533
63488,31122.6,34,Common-Source Amplifier,-5.0712,28.8,-0.0235,2.7766,0.6864
64512,31136.2,37,Common-Source Amplifier,-4.2126,26.8,-0.0064,3.3722,0.7391
65536,31147.8,44,Common-Source Amplifier,-2.1159,23.1,0.0009,5.7029,0.7055
66560,31159.0,30,Common-Source Amplifier,-8.3828,33.4,-0.0106,2.0736,0.6554
67584,31170.6,40,Common-Source Amplifier,-2.9731,25.1,-0.0070,2.6043,0.7221
68608,31181.6,36,Common-Source Amplifier,-4.0429,27.4,-0.0126,4.0349,0.5965
69632,31192.7,36,Common-Source Amplifier,-6.0422,28.4,-0.0005,10.7581,0.7163
70656,31203.7,31,Common-Source Amplifier,-5.9484,31.8,-0.0077,3.5776,0.6700
71680,31214.6,27,Common-Source Amplifier,-8.7217,37.2,-0.0116,3.0700,0.6662
72704,31226.0,33,Common-Source Amplifier,-5.4212,30.5,-0.0021,1.9557,0.6550
73728,31236.9,27,Common-Source Amplifier,-8.2589,37.7,0.0006,2.5416,0.7451
74752,31248.0,35,Common-Source Amplifier,-4.8162,29.0,-0.0069,2.9303,0.6733
75776,31259.2,36,Common-Source Amplifier,-3.1189,27.2,-0.0088,1.9511,0.6842
76800,31270.5,43,Common-Source Amplifier,-0.3320,23.0,-0.0110,1.3181,0.6067
77824,31281.7,35,Common-Source Amplifier,-3.7665,28.1,-0.0129,1.7205,0.6243
78848,31293.0,33,Common-Source Amplifier,-4.1087,30.5,-0.0101,1.3194,0.6656
79872,31304.3,41,Common-Source Amplifier,-2.3953,24.9,-0.0076,1.6134,0.6206
80896,31316.2,32,Common-Source Amplifier,-4.8245,31.5,-0.0091,1.6918,0.5871
81920,31328.7,40,Common-Source Amplifier,-2.5538,25.0,-0.0141,1.5173,0.5945
82944,31340.6,35,Common-Source Amplifier,-4.6200,29.0,-0.0074,1.2539,0.4772
83968,31352.5,34,Common-Source Amplifier,-3.9178,29.6,-0.0139,2.2081,0.5443
84992,31364.0,42,Common-Source Amplifier,-1.2013,23.8,-0.0109,1.5339,0.5553
86016,31375.7,31,Common-Source Amplifier,-4.2737,31.5,-0.0081,1.3311,0.5943
87040,31387.3,36,Common-Source Amplifier,-2.6036,27.7,-0.0031,1.9606,0.4855
88064,31399.0,50,Common-Source Amplifier,1.3374,20.2,-0.0082,2.9246,0.5985
89088,31410.6,32,Common-Source Amplifier,-4.6226,31.9,-0.0080,0.9049,0.4758
90112,31422.2,40,Common-Source Amplifier,-0.8123,25.0,-0.0090,1.8645,0.5549
91136,31433.7,37,Common-Source Amplifier,-3.1963,26.8,-0.0112,1.5130,0.3997
92160,31445.1,37,Common-Source Amplifier,-2.4578,26.5,-0.0070,1.4827,0.4974
93184,31456.3,31,Common-Source Amplifier,-5.0788,32.2,-0.0114,0.7773,0.4520
94208,31467.7,41,Common-Source Amplifier,-1.6596,24.8,-0.0058,1.0406,0.4910
95232,31478.9,36,Common-Source Amplifier,-2.4168,27.3,-0.0047,1.1352,0.5608
96256,31490.7,44,Common-Source Amplifier,-0.0353,22.3,-0.0073,0.8087,0.5269
97280,31502.3,41,Common-Source Amplifier,-1.7370,24.2,-0.0112,1.0878,0.4460
98304,33621.8,48,Common-Source Amplifier,-0.6929,21.3,-0.0018,1.6966,0.5353
99328,35621.0,42,Common-Source Amplifier,-1.2285,23.5,-0.0019,2.5327,0.5522
100352,35740.1,41,Common-Source Amplifier,-1.9956,24.9,-0.0070,7.1948,0.6170
