timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,25.7,22,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-9.0377,44.9,0.0524,7.5026,1.4599
2048,51.6,17,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-18.9619,58.6,0.0411,13.5195,1.4637
3072,76.0,21,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-7.9809,48.0,0.0082,10.6422,1.3706
4096,100.6,18,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-19.7057,55.8,0.0239,34.2000,1.4331
5120,125.1,18,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-10.6222,55.3,0.0167,18.0395,1.4168
6144,149.4,15,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-15.1043,64.2,0.0214,10.6429,1.4222
7168,173.3,20,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-10.3003,49.5,0.0128,8.0427,1.4036
8192,197.1,19,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-11.8158,50.7,0.0080,9.3200,1.3415
9216,221.1,20,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-6.0368,48.8,0.0078,11.5090,1.3227
10240,244.8,22,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-7.2229,44.0,0.0163,9.3792,1.2634
11264,268.6,19,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-9.7569,53.2,0.0180,8.4282,1.2476
12288,292.7,20,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-12.8930,48.8,0.0138,30.9558,1.2720
13312,316.8,19,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-10.0211,50.9,0.0117,12.1267,1.2881
14336,340.5,17,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-18.0288,56.1,0.0037,12.2644,1.3273
15360,364.7,22,Two-Stage Cascaded Common-Source Amplifier (AC-Coupled),-5.3631,45.1,0.0083,16.1775,1.1954
