timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy
1024,23.6,34,Common-Source Amplifier,-4.0871,29.7,-0.0113,8.2328,1.0893
2048,47.0,33,Common-Source Amplifier,-5.0824,30.1,-0.0056,9.9841,1.0885
3072,70.8,36,Common-Source Amplifier,-6.3243,28.2,-0.0117,19.6871,1.0868
4096,94.5,40,Common-Source Amplifier,-2.2787,25.4,-0.0083,13.2968,1.0811
5120,118.9,39,Common-Source Amplifier,-2.4364,25.7,-0.0100,12.9006,1.0744
6144,143.7,35,Common-Source Amplifier,-4.0538,28.3,-0.0088,22.6686,1.0682
7168,167.5,39,Common-Source Amplifier,-2.2292,25.5,-0.0114,15.0211,1.0608
8192,191.7,32,Common-Source Amplifier,-5.3972,31.8,-0.0134,13.8833,1.0563
9216,215.4,43,Common-Source Amplifier,-0.2811,22.9,-0.0150,17.2225,1.0556
10240,239.1,45,Common-Source Amplifier,0.4225,22.2,-0.0102,11.4086,1.0516
11264,263.4,47,Common-Source Amplifier,-0.0854,21.5,-0.0126,10.2382,1.0385
12288,286.9,38,Common-Source Amplifier,-2.5445,26.7,-0.0085,16.8964,1.0289
13312,310.6,48,Common-Source Amplifier,0.2219,21.0,-0.0074,16.6746,1.0280
14336,334.4,43,Common-Source Amplifier,-1.3583,22.8,0.0057,20.0259,1.0278
15360,357.6,34,Common-Source Amplifier,-4.2731,29.9,-0.0058,7.5692,1.0234
16384,380.5,41,Common-Source Amplifier,-1.0394,23.9,-0.0132,9.5140,1.0225
17408,403.2,34,Common-Source Amplifier,-8.1132,29.7,0.0075,50.1033,1.0085
18432,426.0,32,Common-Source Amplifier,-6.2649,30.6,-0.0098,19.8033,1.0063
19456,448.9,36,Common-Source Amplifier,-4.5690,28.1,-0.0079,16.5015,0.9879
20480,471.8,37,Common-Source Amplifier,-4.0364,26.8,-0.0054,18.0585,0.9825
21504,494.9,47,Common-Source Amplifier,-3.0888,21.4,-0.0111,81.3073,0.9716
22528,517.8,42,Common-Source Amplifier,-2.8486,23.6,-0.0120,34.5392,0.9651
23552,540.8,44,Common-Source Amplifier,-1.2792,23.0,-0.0096,17.3422,0.9514
24576,564.0,40,Common-Source Amplifier,-2.0264,24.8,-0.0079,14.9208,0.9534
25600,587.1,44,Common-Source Amplifier,-1.8079,23.0,-0.0045,17.1898,0.9220
26624,610.1,31,Common-Source Amplifier,-6.8912,32.1,-0.0104,13.0707,0.9411
27648,633.3,43,Common-Source Amplifier,-1.1256,23.6,-0.0015,8.0512,0.9440
28672,656.5,53,Common-Source Amplifier,1.4546,19.3,-0.0106,9.3502,0.9189
29696,679.7,40,Common-Source Amplifier,-2.0917,24.8,-0.0029,6.9291,0.8748
30720,702.8,32,Common-Source Amplifier,-3.3929,31.7,-0.0031,5.3883,0.9017
31744,725.8,37,Common-Source Amplifier,-3.0093,27.6,-0.0036,8.3768,0.8860
32768,749.5,35,Common-Source Amplifier,-2.4612,27.9,-0.0061,5.7426,0.9203
33792,773.5,40,Common-Source Amplifier,-1.4554,25.4,-0.0113,3.8724,0.7915
34816,797.5,50,Common-Source Amplifier,1.3110,19.6,-0.0113,3.4508,0.8698
35840,821.9,43,Common-Source Amplifier,-1.7952,23.5,-0.0041,2.8225,0.8306
36864,845.9,52,Common-Source Amplifier,1.2729,19.5,-0.0009,5.5810,0.8263
37888,871.0,50,Common-Source Amplifier,0.5152,20.1,-0.0092,4.3683,0.7946
38912,896.0,43,Common-Source Amplifier,-1.0808,23.4,-0.0050,3.0604,0.8102
39936,921.0,57,Common-Source Amplifier,2.3098,17.8,0.0004,8.7386,0.8395
40960,945.2,56,Common-Source Amplifier,1.6040,18.0,-0.0042,3.7409,0.8281
41984,969.6,38,Common-Source Amplifier,-3.4560,26.9,-0.0051,2.4908,0.7183
43008,992.8,42,Common-Source Amplifier,-1.4742,24.0,-0.0042,2.8380,0.8282
44032,1016.6,43,Common-Source Amplifier,-0.6883,23.3,-0.0085,11.7654,0.7969
45056,1040.5,53,Common-Source Amplifier,1.3951,19.1,0.0054,3.9965,0.7041
46080,1065.1,50,Common-Source Amplifier,1.2170,19.8,-0.0037,6.7228,0.7685
47104,1088.5,51,Common-Source Amplifier,1.1428,19.4,0.0011,4.9859,0.7582
48128,1112.3,53,Common-Source Amplifier,1.3690,18.5,-0.0155,8.0834,0.6787
49152,1135.7,55,Common-Source Amplifier,1.8815,17.7,-0.0117,5.5235,0.6970
50176,1158.7,48,Common-Source Amplifier,0.6705,20.8,-0.0102,5.4667,0.7311
51200,1180.9,56,Common-Source Amplifier,2.2888,18.0,-0.0046,2.7798,0.6863
52224,1203.6,54,Common-Source Amplifier,1.6943,18.6,-0.0059,3.6952,0.7155
53248,1227.7,60,Common-Source Amplifier,2.1436,16.8,-0.0024,2.5726,0.6175
54272,1251.5,37,Common-Source Amplifier,-2.1587,26.8,-0.0130,3.0335,0.6369
