timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
4864,103.7,22,Common-Source Amplifier,-2.5157,5.8,-0.0308,38.6806,0.4932,0.09,15.32
4992,106.3,15,Common-Source Amplifier,-2.7751,6.6,-0.0171,39.6699,0.5795,7.58,8.73
5120,108.9,14,Common-Source Amplifier,-4.0099,9.0,-0.0281,30.7320,0.5611,19.40,28.17
5248,111.6,21,Common-Source Amplifier,-1.0865,6.0,-0.0288,8.6962,0.4273,6.49,15.24
5376,114.2,20,Common-Source Amplifier,-3.1290,6.3,-0.0182,46.1519,0.4222,6.92,0.67
5504,117.2,23,Common-Source Amplifier,-0.9425,5.6,-0.0007,7.0054,0.3002,2.23,15.11
5632,120.2,22,Common-Source Amplifier,-1.1091,5.8,-0.0118,5.9458,0.4154,6.78,15.33
5760,123.3,20,Common-Source Amplifier,-0.9661,6.0,-0.0178,0.7793,0.3369,3.33,16.69
5888,126.4,25,Common-Source Amplifier,-0.7643,4.9,-0.0302,0.2507,0.2341,2.97,16.12
6016,129.6,31,Common-Source Amplifier,-0.6115,4.1,-0.0058,0.0791,0.1900,3.17,17.63
6144,132.9,31,Common-Source Amplifier,-0.6025,4.1,-0.0065,0.0524,0.1775,3.10,17.63
6272,135.9,18,Common-Source Amplifier,-1.8375,7.0,-0.0035,7.4515,0.2718,7.94,2.92
6400,139.1,31,Common-Source Amplifier,-0.6106,4.1,-0.0048,0.6675,0.1377,3.94,17.70
6528,142.2,25,Common-Source Amplifier,-0.9511,5.1,-0.0206,2.4352,0.2085,5.06,12.36
6656,145.4,31,Common-Source Amplifier,-0.6097,4.1,-0.0065,0.1132,0.1149,3.78,17.69
6784,148.5,24,Common-Source Amplifier,-1.1228,5.2,-0.0161,4.6305,0.1492,4.47,13.38
6912,151.6,30,Common-Source Amplifier,-0.6165,4.2,-0.0114,0.1832,0.0848,2.70,17.60
7040,154.8,31,Common-Source Amplifier,-0.6040,4.1,-0.0014,0.0759,0.1050,4.15,17.72
7168,157.8,31,Common-Source Amplifier,-0.5927,4.1,-0.0010,0.0445,0.0922,3.67,17.68
7296,161.0,32,Common-Source Amplifier,-0.5821,4.0,0.0006,0.0312,0.0907,3.53,17.67
7424,163.9,28,Common-Source Amplifier,-0.6133,4.1,-0.0127,0.8876,0.0918,4.52,17.74
7552,167.0,28,Common-Source Amplifier,-0.6577,4.5,-0.0093,0.2798,0.0871,3.67,16.51
7680,170.0,31,Common-Source Amplifier,-0.5900,4.1,-0.0015,0.0321,0.0839,2.78,17.61
7808,172.9,32,Common-Source Amplifier,-0.5802,4.0,-0.0159,0.0148,0.1564,2.86,17.62
7936,175.8,32,Common-Source Amplifier,-0.5955,4.0,-0.0083,0.0092,0.3025,3.90,17.69
8064,178.7,18,Common-Source Amplifier,-2.2792,7.0,-0.0211,10.9323,0.2615,2.23,5.41
8192,182.1,31,Common-Source Amplifier,-0.5839,4.0,-0.0112,0.9856,0.1225,2.64,17.60
8320,185.4,31,Common-Source Amplifier,-0.6147,4.1,-0.0103,0.0390,0.1073,2.67,17.59
8448,188.4,25,Common-Source Amplifier,-1.0480,5.0,-0.0015,3.1947,0.1151,2.79,12.11
8576,191.7,31,Common-Source Amplifier,-0.5932,4.1,-0.0064,0.1311,0.0813,2.68,17.60
8704,194.9,28,Common-Source Amplifier,-0.5871,4.0,-0.0166,1.1785,0.1337,2.80,17.61
8832,198.1,24,Common-Source Amplifier,-1.7771,5.2,0.0209,23.5900,0.1239,5.56,4.03
8960,201.3,32,Common-Source Amplifier,-0.5918,4.0,0.0015,0.7383,0.0924,3.34,17.65
9088,204.5,31,Common-Source Amplifier,-0.5865,4.0,-0.0181,0.0737,0.1885,1.86,17.53
9216,207.4,19,Common-Source Amplifier,-2.4287,6.7,-0.0085,14.3121,0.3023,8.40,25.73
9344,210.5,31,Common-Source Amplifier,-0.6287,4.1,0.0452,1.7429,0.2262,4.49,17.35
9472,213.3,25,Common-Source Amplifier,-0.5845,4.0,-0.0110,25.2192,0.1398,0.91,17.45
9600,216.1,32,Common-Source Amplifier,-0.5810,4.0,0.0087,1.1101,0.1343,2.86,17.62
9728,218.9,32,Common-Source Amplifier,-0.5813,4.0,-0.0007,0.0877,0.0796,2.28,17.57
9856,221.8,32,Common-Source Amplifier,-0.5907,4.0,-0.0004,0.0500,0.0879,3.34,17.65
9984,224.6,32,Common-Source Amplifier,-0.5889,4.0,-0.0037,0.0348,0.0889,3.82,17.69
10112,227.4,30,Common-Source Amplifier,-0.6068,4.2,-0.0036,0.0397,0.1197,0.99,16.53
