timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
128,2.7,4,Common-Source Amplifier,-16.1242,28.5,-0.0194,53.5112,1.0883,33.02,187.82
256,5.3,4,Common-Source Amplifier,-8.7419,30.0,-0.0136,6.5270,1.0923,28.54,36.26
384,8.0,5,Common-Source Amplifier,-18.5689,25.2,-0.0352,66.6195,1.0689,24.07,33.49
512,10.7,4,Common-Source Amplifier,-16.0695,30.0,-0.0178,47.4832,1.0639,24.23,28.28
640,13.4,4,Common-Source Amplifier,-10.3744,30.0,-0.0173,6.6721,1.0752,56.45,13.71
768,16.0,5,Common-Source Amplifier,-5.9113,21.0,-0.0191,7.1579,1.0626,31.88,13.15
896,18.7,5,Common-Source Amplifier,-12.6179,21.6,-0.0428,20.6306,1.0334,33.96,15.31
1024,21.4,4,Common-Source Amplifier,-10.3300,26.8,0.0017,5.5465,1.0344,78.26,109.00
1152,24.1,6,Common-Source Amplifier,-5.7751,17.3,-0.0187,10.4228,0.9863,14.69,11.09
1280,26.8,6,Common-Source Amplifier,-13.2458,21.3,0.0182,20.3868,0.9851,63.46,193.31
1408,29.6,9,Common-Source Amplifier,-7.0548,13.8,-0.0083,37.9594,0.9084,28.55,91.54
1536,32.4,9,Common-Source Amplifier,-12.8878,13.2,-0.0255,119.5204,0.9179,6.21,21.98
1664,35.0,4,Common-Source Amplifier,-13.8282,25.2,-0.0273,22.5830,0.8923,76.07,265.95
1792,37.8,6,Common-Source Amplifier,-6.8179,18.0,-0.0130,29.4120,0.8504,11.90,11.95
1920,40.6,10,Common-Source Amplifier,-4.6294,11.6,-0.0097,14.4850,0.7987,2.98,6.56
2048,43.2,9,Common-Source Amplifier,-13.6391,13.0,-0.0057,160.8194,0.7839,14.69,66.10
2176,45.7,7,Common-Source Amplifier,-7.8863,17.1,-0.0263,32.8924,0.7875,29.13,65.71
2304,48.1,6,Common-Source Amplifier,-16.6843,18.0,0.0205,75.5461,0.8105,63.55,172.13
2432,50.7,7,Common-Source Amplifier,-5.4287,18.0,0.0151,28.1361,0.7959,29.40,32.42
2560,53.3,10,Common-Source Amplifier,-7.6140,12.8,-0.0061,62.3657,0.8221,12.81,38.86
2688,55.9,7,Common-Source Amplifier,-4.2624,14.7,-0.0115,20.1634,0.8363,23.80,18.24
2816,58.5,7,Common-Source Amplifier,-5.7908,14.4,-0.0070,17.5846,0.7984,23.31,12.32
2944,61.3,11,Common-Source Amplifier,-7.9912,11.4,-0.0239,125.5330,0.8221,10.82,21.53
3072,64.1,8,Common-Source Amplifier,-7.0176,13.1,-0.0413,99.3120,0.8041,9.97,12.88
3200,66.8,7,Common-Source Amplifier,-3.0908,15.4,0.0343,18.0447,0.8128,9.40,6.65
3328,69.6,12,Common-Source Amplifier,-2.3820,10.0,-0.0062,11.9353,0.8446,11.18,6.60
3456,72.5,14,Common-Source Amplifier,-1.8704,7.9,0.0017,4.9362,0.7473,1.49,14.35
3584,75.4,10,Common-Source Amplifier,-4.5448,10.1,-0.0024,15.1363,0.7641,11.50,15.98
3712,78.2,13,Common-Source Amplifier,-3.5635,8.4,-0.0116,11.2615,0.7218,0.69,2.14
3840,81.2,18,Common-Source Amplifier,-3.0871,6.9,0.0048,45.2897,0.6167,9.06,3.87
3968,84.1,12,Common-Source Amplifier,-10.1921,10.0,0.0042,130.8419,0.6963,13.09,62.00
4096,86.9,7,Common-Source Amplifier,-10.0703,17.7,-0.0226,41.9694,0.7563,52.72,152.94
4224,89.8,13,Common-Source Amplifier,-6.2357,9.2,-0.0100,88.8443,0.7051,13.48,37.59
4352,92.7,15,Common-Source Amplifier,-4.3947,7.3,0.0280,100.2902,0.6518,14.78,22.77
4480,95.6,16,Common-Source Amplifier,-5.5466,7.9,-0.0226,88.7759,0.6427,6.51,23.25
4608,98.3,17,Common-Source Amplifier,-3.0700,7.4,-0.0282,33.6817,0.5883,6.18,0.81
4736,101.0,17,Common-Source Amplifier,-2.6435,7.1,-0.0270,32.5219,0.5858,9.52,6.13
